Version: Taxi Continuous/Discontinuous v4.1.8942.21304
TriggerVersion: v4
TaskType: Continuous
MazeName: Open Maze MD2
NumberOfTrials: 120
PosterLocations: 
CompletionWindow: 100000
TimeoutDuration: 1000
IntersessionInterval: 1000
RewardTime: 1000
RewardViewCriteria: 45
RotationSpeed: 102.8615
MovementSpeed: 7.501485
JoystickDeadzone: 0
AngleRestrictionAmount: 0
RequiredDistance: 1
ProximityDistance: 1
DirectionErrorDistance: 0.5
isJoystickEnabled: False
isReverseEnabled: True
isForwardEnabled: True
isRightEnabled: True
isLeftEnabled: True
isYInverted: False
isXInverted: False
RestartOnTrialFail: False
ResetPositionOnTrial: False
FaceRandomDirectionOnStart: False
MultipleWaypoints: False
DisableInterSessionBlackout: True
ResetPositionOnSession: False
EnableDirectionError: False
DisableHint: False
EnableRewardAreaError: False
RewardAreaErrorTime: -1
--- Start of Dataset --- 
 0 0.01651477 -10.9396 -0.1651 211.9928
 0 0.01677595 -10.9396 -0.1651 211.9928
 15 0.01644371 -10.9396 -0.1651 211.9928
 0 0.01702295 -10.9396 -0.1651 211.9928
 0 0.01646401 -10.9396 -0.1651 211.9928
 0 0.01667192 -10.9396 -0.1651 211.9928
 0 0.01671526 -10.9396 -0.1651 211.9928
 0 0.01652637 -10.9396 -0.1651 211.9928
 0 0.01685779 -10.9396 -0.1651 211.9928
 0 0.01681317 -10.9396 -0.1651 211.9928
 0 0.01660340 -10.9396 -0.1651 211.9928
 0 0.01657603 -10.9396 -0.1651 211.9928
 0 0.01665638 -10.9396 -0.1651 211.9928
 0 0.01674674 -10.9396 -0.1651 211.9928
 0 0.01642686 -10.9396 -0.1651 211.9928
 0 0.01700084 -10.9396 -0.1651 211.9928
 0 0.01658100 -10.9396 -0.1651 211.9928
 0 0.01662004 -10.9396 -0.1651 211.9928
 0 0.01694261 -10.9396 -0.1651 211.9928
 0 0.01665956 -10.9396 -0.1651 211.9928
 0 0.01647052 -10.9396 -0.1651 211.9928
 0 0.01665094 -10.9396 -0.1651 211.9928
 0 0.01675031 -10.9396 -0.1651 211.9928
 0 0.01654836 -10.9396 -0.1651 211.9928
 0 0.01661612 -10.9396 -0.1651 211.9928
 0 0.01675939 -10.9396 -0.1651 211.9928
 0 0.01688851 -10.9396 -0.1651 211.9928
 0 0.01666203 -10.9396 -0.1651 211.9928
 0 0.01674892 -10.9396 -0.1651 211.9928
 0 0.01645927 -10.9396 -0.1651 211.9928
 0 0.01666012 -10.9396 -0.1651 211.9928
 0 0.01684806 -10.9396 -0.1651 211.9928
 0 0.01654686 -10.9396 -0.1651 211.9928
 0 0.01718833 -10.9396 -0.1651 211.9928
 0 0.01638038 -10.9396 -0.1651 211.9928
 0 0.01642155 -10.9396 -0.1651 211.9928
 0 0.01688458 -10.9396 -0.1651 211.9928
 0 0.01655083 -10.9396 -0.1651 211.9928
 0 0.01693032 -10.9396 -0.1651 211.9928
 0 0.01659969 -10.9396 -0.1651 211.9928
 0 0.01645268 -10.9396 -0.1651 211.9928
 0 0.01685441 -10.9396 -0.1651 211.9928
 0 0.01653836 -10.9396 -0.1651 211.9928
 0 0.01676992 -10.9396 -0.1651 211.9928
 0 0.01651957 -10.9396 -0.1651 211.9928
 0 0.01702319 -10.9396 -0.1651 211.9928
 0 0.01645115 -10.9396 -0.1651 211.9928
 0 0.01681544 -10.9396 -0.1651 211.9928
 0 0.01653826 -10.9396 -0.1651 211.9928
 0 0.01683178 -10.9396 -0.1651 211.9928
 0 0.01648758 -10.9396 -0.1651 211.9928
 0 0.01665097 -10.9396 -0.1651 211.9928
 0 0.01677941 -10.9396 -0.1651 211.9928
 0 0.01662093 -10.9396 -0.1651 211.9928
 0 0.01673061 -10.9396 -0.1651 211.9928
 0 0.01678536 -10.9396 -0.1651 211.9928
 0 0.01667463 -10.9396 -0.1651 211.9928
 0 0.01652499 -10.9396 -0.1651 211.9928
 0 0.01693466 -10.9396 -0.1651 211.9928
 0 0.01656226 -10.9396 -0.1651 211.9928
 0 0.01684367 -10.9396 -0.1651 211.9928
 0 0.01667962 -10.9396 -0.1651 211.9928
 0 0.01657216 -10.9396 -0.1651 211.9928
 0 0.01653633 -10.9396 -0.1651 211.9928
 0 0.01682081 -10.9396 -0.1651 211.9928
 0 0.01646783 -10.9396 -0.1651 211.9928
 0 0.01670330 -10.9396 -0.1651 211.9928
 0 0.01691305 -10.9396 -0.1651 211.9928
 0 0.01634714 -10.9396 -0.1651 211.9928
 0 0.01677018 -10.9396 -0.1651 211.9928
 0 0.01665194 -10.9396 -0.1651 211.9928
 0 0.01683883 -10.9396 -0.1651 211.9928
 0 0.01668084 -10.9396 -0.1651 211.9928
 0 0.01676881 -10.9396 -0.1651 211.9928
 0 0.01669196 -10.9396 -0.1651 211.9928
 0 0.01641994 -10.9396 -0.1651 211.9928
 0 0.01669226 -10.9396 -0.1651 211.9928
 0 0.01686287 -10.9396 -0.1651 211.9928
 0 0.01671682 -10.9396 -0.1651 211.9928
 0 0.01671031 -10.9396 -0.1651 211.9928
 0 0.01655693 -10.9396 -0.1651 211.9928
 0 0.01654215 -10.9396 -0.1651 211.9928
 0 0.01679615 -10.9396 -0.1651 211.9928
 0 0.01675050 -10.9396 -0.1651 211.9928
 0 0.01671406 -10.9396 -0.1651 211.9928
 0 0.01645858 -10.9396 -0.1651 211.9928
 0 0.01667899 -10.9396 -0.1651 211.9928
 0 0.01660126 -10.9396 -0.1651 211.9928
 0 0.01708189 -10.9396 -0.1651 211.9928
 0 0.01632182 -10.9396 -0.1651 211.9928
 0 0.01686865 -10.9396 -0.1651 211.9928
 0 0.01656046 -10.9396 -0.1651 211.9928
 0 0.01692407 -10.9396 -0.1651 211.9928
 0 0.01644697 -10.9396 -0.1651 211.9928
 0 0.01650916 -10.9396 -0.1651 211.9928
 0 0.01712654 -10.9396 -0.1651 211.9928
 0 0.01645734 -10.9396 -0.1651 211.9928
 0 0.01662504 -10.9396 -0.1651 211.9928
 0 0.01656830 -10.9396 -0.1651 211.9928
 0 0.01670935 -10.9396 -0.1651 211.9928
 0 0.01672802 -10.9396 -0.1651 211.9928
 0 0.01672949 -10.9396 -0.1651 211.9928
 0 0.01689931 -10.9396 -0.1651 211.9928
 0 0.01645479 -10.9396 -0.1651 211.9928
 0 0.01686965 -10.9396 -0.1651 211.9928
 0 0.01658155 -10.9396 -0.1651 211.9928
 0 0.01642678 -10.9396 -0.1651 211.9928
 0 0.01685395 -10.9396 -0.1651 211.9928
 0 0.01647853 -10.9396 -0.1651 211.9928
 0 0.01716036 -10.9396 -0.1651 211.9928
 0 0.01662715 -10.9396 -0.1651 211.9928
 0 0.01679292 -10.9396 -0.1651 211.9928
 0 0.01641056 -10.9396 -0.1651 211.9928
 0 0.01682043 -10.9396 -0.1651 211.9928
 0 0.01708773 -10.9396 -0.1651 211.9928
 0 0.01638080 -10.9396 -0.1651 211.9928
 0 0.01663284 -10.9396 -0.1651 211.9928
 0 0.01697415 -10.9396 -0.1651 211.9928
 0 0.01629023 -10.9396 -0.1651 211.9928
 0 0.01673201 -10.9396 -0.1651 211.9928
 0 0.01660737 -10.9396 -0.1651 211.9928
 0 0.01661705 -10.9396 -0.1651 211.9928
 0 0.01676631 -10.9396 -0.1651 211.9928
 0 0.01664056 -10.9396 -0.1651 211.9928
 0 0.01645540 -10.9396 -0.1651 211.9928
 0 0.01678985 -10.9396 -0.1651 211.9928
 0 0.01686248 -10.9396 -0.1651 211.9928
 0 0.01630614 -10.9396 -0.1651 211.9928
 0 0.01685126 -10.9396 -0.1651 211.9928
 0 0.01680971 -10.9396 -0.1651 211.9928
 0 0.01658384 -10.9396 -0.1651 211.9928
 0 0.01676133 -10.9396 -0.1651 211.9928
 0 0.01670655 -10.9396 -0.1651 211.9928
 0 0.01668525 -10.9396 -0.1651 211.9928
 0 0.01669540 -10.9396 -0.1651 211.9928
 0 0.01662015 -10.9396 -0.1651 211.9928
 0 0.01672268 -10.9396 -0.1651 211.9928
 0 0.01665258 -10.9396 -0.1651 211.9928
 0 0.01677466 -10.9396 -0.1651 211.9928
 0 0.01648900 -10.9396 -0.1651 211.9928
 0 0.01670818 -10.9396 -0.1651 211.9928
 0 0.01678879 -10.9396 -0.1651 211.9928
 0 0.01666724 -10.9396 -0.1651 211.9928
 0 0.01670392 -10.9396 -0.1651 211.9928
 0 0.01666285 -10.9396 -0.1651 211.9928
 0 0.01669331 -10.9396 -0.1651 211.9928
 0 0.01672172 -10.9396 -0.1651 211.9928
 0 0.01659179 -10.9396 -0.1651 211.9928
 0 0.01655368 -10.9396 -0.1651 211.9928
 0 0.01680156 -10.9396 -0.1651 211.9928
 0 0.01663145 -10.9396 -0.1651 211.9928
 0 0.01682384 -10.9396 -0.1651 211.9928
 0 0.01654180 -10.9396 -0.1651 211.9928
 0 0.01672336 -10.9396 -0.1651 211.9928
 0 0.01662763 -10.9396 -0.1651 211.9928
 0 0.01648499 -10.9396 -0.1651 211.9928
 0 0.01715000 -10.9396 -0.1651 211.9928
 0 0.01651092 -10.9396 -0.1651 211.9928
 0 0.01690837 -10.9396 -0.1651 211.9928
 0 0.01632315 -10.9396 -0.1651 211.9928
 0 0.01664698 -10.9396 -0.1651 211.9928
 0 0.01676728 -10.9396 -0.1651 211.9928
 0 0.01666530 -10.9396 -0.1651 211.9928
 0 0.01667013 -10.9396 -0.1651 211.9928
 0 0.01665932 -10.9396 -0.1651 211.9928
 0 0.01666245 -10.9396 -0.1651 211.9928
 0 0.01659431 -10.9396 -0.1651 211.9928
 0 0.01689260 -10.9396 -0.1651 211.9928
 0 0.01676477 -10.9396 -0.1651 211.9928
 0 0.01658627 -10.9396 -0.1651 211.9928
 0 0.01673507 -10.9396 -0.1651 211.9928
 0 0.01654971 -10.9396 -0.1651 211.9928
 0 0.01679917 -10.9396 -0.1651 211.9928
 0 0.01647297 -10.9396 -0.1651 211.9928
 0 0.01670330 -10.9396 -0.1651 211.9928
 0 0.01659606 -10.9396 -0.1651 211.9928
 0 0.01698496 -10.9396 -0.1651 211.9928
 0 0.01656529 -10.9396 -0.1651 211.9928
 0 0.01648626 -10.9396 -0.1651 211.9928
 0 0.01664674 -10.9396 -0.1651 211.9928
 0 0.01697722 -10.9396 -0.1651 211.9928
 0 0.01654878 -10.9396 -0.1651 211.9928
 25 0.01679006 -10.9396 -0.1651 211.9928
 0 0.01678901 -10.9396 -0.1651 211.9928
 0 0.01667279 -10.9396 -0.1651 213.7078
 0 0.01682174 -10.9396 -0.1651 215.4381
 0 0.01697330 -10.9396 -0.1651 217.1840
 0 0.01648649 -10.9396 -0.1651 218.8799
 0 0.01648646 -10.9396 -0.1651 220.5757
 0 0.01685641 -10.9396 -0.1651 222.3096
 0 0.01655759 -10.9396 -0.1651 224.0127
 0 0.01699013 -10.9396 -0.1651 225.7603
 0 0.01645684 -10.9396 -0.1651 227.4531
 0 0.01654953 -10.9396 -0.1651 229.1554
 0 0.01674663 -10.9396 -0.1651 230.8780
 0 0.01663796 -10.9396 -0.1651 232.5894
 0 0.01705527 -10.9396 -0.1651 234.3437
 0 0.01641496 -10.9396 -0.1651 236.0322
 0 0.01669734 -10.9396 -0.1651 237.7497
 0 0.01652662 -10.9396 -0.1651 239.4497
 0 0.01686970 -10.9396 -0.1651 241.1849
 0 0.01690787 -10.9396 -0.1651 242.9241
 0 0.01632212 -10.9396 -0.1651 244.6030
 0 0.01660803 -10.9396 -0.1651 246.3113
 0 0.01687200 -10.9396 -0.1651 248.0468
 0 0.01661856 -10.9396 -0.1651 249.7562
 0 0.01644850 -10.9396 -0.1651 251.4481
 0 0.01725109 -11.0635 -0.2024 253.2226
 0 0.01622174 -11.1810 -0.2341 254.8912
 0 0.01674470 -11.3032 -0.2632 256.6136
 0 0.01665141 -11.4255 -0.2885 258.3264
 0 0.01664267 -11.5485 -0.3101 260.0383
 0 0.01673639 -11.6728 -0.3281 261.7598
 0 0.01637299 -11.7948 -0.3421 263.4439
 0 0.01691652 -11.9212 -0.3528 265.1840
 0 0.01678317 -12.0469 -0.3596 266.9103
 0 0.01629662 -12.1692 -0.3626 268.5866
 0 0.01712837 -12.2976 -0.3618 270.3485
 0 0.01650265 -12.4214 -0.3574 272.0460
 0 0.01677057 -12.5469 -0.3491 273.7710
 0 0.01663585 -12.6711 -0.3372 275.4822
 0 0.01677227 -12.7959 -0.3214 277.2074
 0 0.01657384 -12.9188 -0.3021 278.9122
 0 0.01669195 -13.0418 -0.2790 280.6292
 0 0.01663678 -13.1637 -0.2524 282.3405
 0 0.01678914 -13.2859 -0.2217 284.0674
 0 0.01669880 -13.4065 -0.1877 285.7851
 0 0.01672370 -13.5261 -0.1499 287.5053
 0 0.01660034 -13.6437 -0.1090 289.2128
 0 0.01663549 -13.7602 -0.0644 290.9240
 0 0.01675714 -13.8763 -0.0160 292.6477
 0 0.01668500 -13.9903 0.0357 294.3639
 0 0.01673657 -14.1030 0.0909 296.0854
 0 0.01657282 -14.2130 0.1488 297.7902
 0 0.01663291 -14.3216 0.2103 299.5010
 0 0.01719953 -14.4319 0.2772 301.2702
 0 0.01614393 -14.5335 0.3431 302.9308
 0 0.01705664 -14.6387 0.4159 304.6853
 0 0.01635846 -14.7376 0.4886 306.3679
 0 0.01673190 -14.8363 0.5661 308.0890
 0 0.01684615 -14.9334 0.6470 309.8218
 0 0.01649726 -15.0261 0.7290 311.5187
 0 0.01698594 -15.1188 0.8164 313.2659
 0 0.01643528 -15.2061 0.9035 314.9565
 0 0.01656137 -15.2914 0.9938 316.6600
 0 0.01684867 -15.3753 1.0883 318.3931
 0 0.01688002 -15.4565 1.1855 320.1294
 0 0.01660835 -15.5334 1.2835 321.8378
 0 0.01645658 -15.6068 1.3828 323.5305
 0 0.01666024 -15.6781 1.4854 325.2442
 0 0.01662492 -15.7461 1.5900 326.9543
 0 0.01700784 -15.8123 1.6990 328.7037
 0 0.01669992 -15.8742 1.8079 330.4215
 0 0.01645842 -15.9319 1.9171 332.1144
 0 0.01662056 -15.9869 2.0290 333.8241
 0 0.01667703 -16.0387 2.1428 335.5395
 0 0.01715592 -16.0884 2.2616 337.3042
 0 0.01634440 -16.1323 2.3760 338.9854
 0 0.01659737 -16.1735 2.4935 340.6926
 0 0.01671901 -16.2114 2.6131 342.4124
 0 0.01672049 -16.2457 2.7337 344.1322
 0 0.01670765 -16.2763 2.8553 345.8508
 0 0.01688315 -16.3036 2.9789 347.5874
 0 0.01637539 -16.3264 3.0996 349.2718
 0 0.01669197 -16.3460 3.2233 350.9888
 0 0.01662202 -16.3619 3.3470 352.6985
 0 0.01694567 -16.3742 3.4735 354.4416
 0 0.01648715 -16.3825 3.5969 356.1375
 0 0.01670696 -16.3910 3.7219 356.1375
 0 0.01667123 -16.3994 3.8467 356.1375
 0 0.01667205 -16.4078 3.9715 356.1375
 0 0.01706520 -16.4164 4.0992 356.1375
 0 0.01628191 -16.4247 4.2211 356.1375
 0 0.01660273 -16.4331 4.3453 356.1375
 0 0.01658259 -16.4414 4.4695 356.1375
 0 0.01614543 -16.4496 4.5903 356.1375
 0 0.01714156 -16.4583 4.7186 356.1375
 0 0.01624409 -16.4665 4.8402 356.1375
 0 0.01663968 -16.4749 4.9647 356.1375
 0 0.01672501 -16.4833 5.0899 356.1375
 0 0.01649670 -16.4917 5.2134 356.1375
 0 0.01716628 -16.5003 5.3418 356.1375
 0 0.01633452 -16.5086 5.4641 356.1375
 0 0.01669870 -16.5170 5.5891 356.1375
 0 0.01668001 -16.5255 5.7139 356.1375
 0 0.01670348 -16.5339 5.8389 356.1375
 0 0.01699983 -16.5386 5.9664 357.8861
 0 0.01642659 -16.5395 6.0896 359.5758
 0 0.01656539 -16.5367 6.2138 1.2797
 0 0.01660671 -16.5303 6.3382 2.9879
 0 0.01668751 -16.5200 6.4630 4.7044
 0 0.01680067 -16.5059 6.5882 6.4326
 0 0.01660589 -16.4882 6.7115 8.1407
 0 0.01679711 -16.4666 6.8357 9.8685
 0 0.01669906 -16.4415 6.9584 11.5861
 0 0.01650444 -16.4130 7.0789 13.2838
 0 0.01680534 -16.3804 7.2006 15.0124
 0 0.01683447 -16.3477 7.3226 15.0124
 0 0.01653685 -16.3155 7.4424 15.0124
 0 0.01649814 -16.2835 7.5620 15.0124
 0 0.01648541 -16.2514 7.6814 15.0124
 0 0.01693892 -16.2185 7.8041 15.0124
 0 0.01669405 -16.1861 7.9251 15.0124
 0 0.01670928 -16.1536 8.0462 15.0124
 0 0.01673126 -16.1211 8.1674 15.0124
 0 0.01666227 -16.0887 8.2881 15.0124
 0 0.01681171 -16.0561 8.4099 15.0124
 0 0.01659826 -16.0238 8.5302 15.0124
 0 0.01672975 -15.9913 8.6514 15.0124
 0 0.01656319 -15.9591 8.7714 15.0124
 0 0.01674252 -15.9266 8.8927 15.0124
 0 0.01666378 -15.8942 9.0135 15.0124
 0 0.01669398 -15.8618 9.1344 15.0124
 0 0.01646922 -15.8298 9.2537 15.0124
 0 0.01685397 -15.7970 9.3759 15.0124
 0 0.01668133 -15.7646 9.4967 15.0124
 0 0.01669145 -15.7322 9.6177 15.0124
 0 0.01680616 -15.6995 9.7394 15.0124
 0 0.01661509 -15.6672 9.8598 15.0124
 0 0.01647476 -15.6352 9.9792 15.0124
 0 0.01680522 -15.6026 10.1009 15.0124
 0 0.01647994 -15.5705 10.2203 15.0124
 0 0.01701721 -15.5375 10.3436 15.0124
 0 0.01650853 -15.5054 10.4633 15.0124
 0 0.01665635 -15.4730 10.5839 15.0124
 0 0.01705535 -15.4361 10.7064 16.7668
 0 0.01616500 -15.3978 10.8215 18.4295
 0 0.01693504 -15.3540 10.9407 20.1715
 0 0.01673010 -15.3107 11.0585 20.1715
 0 0.01658070 -15.2678 11.1753 20.1715
 0 0.01667587 -15.2247 11.2927 20.1715
 0 0.01666101 -15.1816 11.4100 20.1715
 0 0.01674839 -15.1383 11.5279 20.1715
 0 0.01671143 -15.0950 11.6456 20.1715
 0 0.01671632 -15.0518 11.7633 20.1715
 0 0.01656371 -15.0089 11.8800 20.1715
 0 0.01680230 -14.9655 11.9983 20.1715
 0 0.01653172 -14.9227 12.1147 20.1715
 0 0.01675206 -14.8794 12.2326 20.1715
 0 0.01662802 -14.8364 12.3497 20.1715
 0 0.01678276 -14.7930 12.4679 20.1715
 0 0.01679729 -14.7495 12.5862 20.1715
 0 0.01660072 -14.7066 12.7031 20.1715
 0 0.01641069 -14.6641 12.8186 20.1715
 0 0.01665102 -14.6210 12.9359 20.1715
 0 0.01684714 -14.5775 13.0545 20.1715
 0 0.01678901 -14.5340 13.1727 20.1715
 0 0.01662659 -14.4910 13.2898 20.1715
 0 0.01669573 -14.4478 13.4073 20.1715
 0 0.01669142 -14.4047 13.5249 20.1715
 0 0.01662013 -14.3617 13.6419 20.1715
 0 0.01670953 -14.3184 13.7596 20.1715
 0 0.01665606 -14.2754 13.8768 20.1715
 0 0.01669696 -14.2322 13.9944 20.1715
 0 0.01660788 -14.1892 14.1114 20.1715
 0 0.01672735 -14.1459 14.2291 20.1715
 0 0.01661530 -14.1030 14.3461 20.1715
 0 0.01669725 -14.0598 14.4637 20.1715
 0 0.01671642 -14.0165 14.5814 20.1715
 0 0.01679486 -14.0165 14.5814 20.1715
 0 0.01616686 -14.0165 14.5814 20.1715
 0 0.01685644 -14.0165 14.5814 20.1715
 0 0.01680929 -14.0165 14.5814 20.1715
 0 0.01668549 -14.0165 14.5814 20.1715
 0 0.01646995 -14.0165 14.5814 20.1715
 0 0.01679947 -14.0165 14.5814 20.1715
 0 0.01647822 -14.0165 14.5814 20.1715
 0 0.01675207 -14.0165 14.5814 20.1715
 0 0.01653122 -14.0165 14.5814 20.1715
 0 0.01670732 -14.0165 14.5814 20.1715
 0 0.01682365 -14.0165 14.5814 20.1715
 0 0.01703828 -14.0165 14.5814 20.1715
 35 0.01665874 -14.0165 14.5814 20.1715
 0 0.01645271 -14.0165 14.5814 20.1715
 0 0.01630269 -14.0165 14.5814 20.1715
 0 0.01703827 -14.0165 14.5814 20.1715
 0 0.01640328 -14.0165 14.5814 20.1715
 0 0.01703848 -14.0165 14.5814 20.1715
 0 0.01641827 -14.0165 14.5814 20.1715
 0 0.01667666 -14.0165 14.5814 20.1715
 0 0.01717687 -14.0165 14.5814 20.1715
 0 0.01642671 -14.0165 14.5814 20.1715
 0 0.01632933 -14.0165 14.5814 20.1715
 13 0.01656985 -14.0165 14.5814 20.1715
 0 0.01719317 -14.0165 14.5814 20.1715
 0 0.01634513 -14.0165 14.5814 20.1715
 0 0.01675581 -14.0165 14.5814 20.1715
 0 0.01677394 -14.0165 14.5814 20.1715
 0 0.01673530 -14.0165 14.5814 20.1715
 0 0.01656865 -14.0165 14.5814 20.1715
 0 0.01689501 -14.0165 14.5814 20.1715
 0 0.01668705 -14.0165 14.5814 20.1715
 0 0.01651772 -14.0165 14.5814 20.1715
 0 0.01656741 -14.0165 14.5814 20.1715
 0 0.01690889 -14.0165 14.5814 20.1715
 0 0.01638697 -14.0165 14.5814 20.1715
 0 0.01702251 -14.0165 14.5814 20.1715
 0 0.01665923 -14.0165 14.5814 20.1715
 0 0.01657044 -14.0165 14.5814 20.1715
 0 0.01657511 -14.0165 14.5814 20.1715
 0 0.01667316 -14.0165 14.5814 20.1715
 0 0.01649603 -14.0165 14.5814 20.1715
 0 0.01691711 -14.0165 14.5814 20.1715
 0 0.01682262 -14.0165 14.5814 20.1715
 0 0.01662433 -14.0165 14.5814 20.1715
 0 0.01670357 -14.0165 14.5814 20.1715
 0 0.01663074 -14.0165 14.5814 20.1715
 0 0.01650972 -14.0165 14.5814 20.1715
 0 0.01703853 -14.0165 14.5814 20.1715
 0 0.01652950 -14.0165 14.5814 20.1715
 0 0.01670929 -14.0165 14.5814 20.1715
 0 0.01680177 -14.0165 14.5814 20.1715
 0 0.01642824 -14.0165 14.5814 20.1715
 0 0.01694166 -14.0165 14.5814 20.1715
 0 0.01638548 -14.0165 14.5814 20.1715
 0 0.01684105 -14.0165 14.5814 20.1715
 0 0.01669918 -14.0165 14.5814 20.1715
 0 0.01669470 -14.0165 14.5814 20.1715
 0 0.01662842 -14.0165 14.5814 20.1715
 0 0.01667728 -14.0165 14.5814 20.1715
 0 0.01665551 -14.0165 14.5814 20.1715
 0 0.01672486 -14.0165 14.5814 20.1715
 0 0.01660399 -14.0165 14.5814 20.1715
 0 0.01656702 -14.0165 14.5814 20.1715
 0 0.01667389 -14.0165 14.5814 20.1715
 0 0.01684002 -14.0165 14.5814 20.1715
 0 0.01686251 -14.0165 14.5814 20.1715
 0 0.01641494 -14.0165 14.5814 20.1715
 0 0.01683442 -14.0165 14.5814 20.1715
 0 0.01671324 -14.0165 14.5814 20.1715
 0 0.01668182 -14.0165 14.5814 20.1715
 0 0.01645612 -14.0165 14.5814 20.1715
 0 0.01660422 -14.0165 14.5814 20.1715
 0 0.01671967 -14.0165 14.5814 20.1715
 0 0.01680208 -14.0165 14.5814 20.1715
 0 0.01659095 -14.0165 14.5814 20.1715
 0 0.01672801 -14.0165 14.5814 20.1715
 0 0.01692087 -14.0165 14.5814 20.1715
 0 0.01643085 -14.0165 14.5814 20.1715
 0 0.01687094 -14.0165 14.5814 20.1715
 0 0.01652949 -14.0165 14.5814 20.1715
 0 0.01678823 -14.0165 14.5814 20.1715
 0 0.01658683 -14.0165 14.5814 20.1715
 0 0.01679357 -14.0165 14.5814 20.1715
 0 0.01670744 -14.0165 14.5814 20.1715
 0 0.01659837 -14.0165 14.5814 20.1715
 0 0.01669258 -14.0165 14.5814 20.1715
 0 0.01653461 -14.0165 14.5814 20.1715
 0 0.01687954 -14.0165 14.5814 20.1715
 0 0.01658457 -14.0165 14.5814 20.1715
 0 0.01685576 -14.0165 14.5814 20.1715
 0 0.01642661 -14.0165 14.5814 20.1715
 0 0.01685994 -14.0165 14.5814 20.1715
 0 0.01655251 -14.0165 14.5814 20.1715
 0 0.01683116 -14.0165 14.5814 20.1715
 0 0.01658458 -14.0165 14.5814 20.1715
 0 0.01671048 -14.0165 14.5814 20.1715
 0 0.01639156 -14.0165 14.5814 20.1715
 0 0.01671747 -14.0165 14.5814 20.1715
 0 0.01670336 -14.0165 14.5814 20.1715
 0 0.01670331 -14.0165 14.5814 20.1715
 0 0.01689524 -14.0165 14.5814 20.1715
 0 0.01663868 -14.0165 14.5814 20.1715
 0 0.01672227 -14.0165 14.5814 20.1715
 0 0.01659463 -14.0165 14.5814 20.1715
 0 0.01653771 -14.0165 14.5814 20.1715
 0 0.01660504 -14.0165 14.5814 20.1715
 0 0.01679801 -14.0165 14.5814 20.1715
 0 0.01685513 -14.0165 14.5814 20.1715
 0 0.01670187 -14.0165 14.5814 20.1715
 0 0.01662101 -14.0165 14.5814 20.1715
 0 0.01667759 -14.0165 14.5814 20.1715
 0 0.01657761 -14.0165 14.5814 20.1715
 0 0.01700430 -14.0165 14.5814 20.1715
 0 0.01640264 -14.0165 14.5814 20.1715
 0 0.01673004 -14.0165 14.5814 20.1715
 0 0.01656326 -14.0165 14.5814 20.1715
 0 0.01657995 -14.0165 14.5814 20.1715
 0 0.01682060 -14.0165 14.5814 20.1715
 0 0.01670809 -14.0165 14.5814 20.1715
 0 0.01666413 -14.0165 14.5814 20.1715
 0 0.01673336 -14.0165 14.5814 20.1715
 0 0.01673425 -14.0165 14.5814 20.1715
 0 0.01659462 -14.0165 14.5814 20.1715
 0 0.01674177 -14.0165 14.5814 20.1715
 0 0.01666843 -14.0165 14.5814 20.1715
 0 0.01658517 -14.0165 14.5814 20.1715
 0 0.01671093 -14.0165 14.5814 20.1715
 0 0.01684634 -14.0165 14.5814 20.1715
 0 0.01654059 -14.0165 14.5814 20.1715
 0 0.01669999 -14.0165 14.5814 20.1715
 0 0.01686372 -14.0165 14.5814 20.1715
 0 0.01657804 -14.0165 14.5814 20.1715
 0 0.01669678 -14.0165 14.5814 20.1715
 0 0.01640139 -14.0165 14.5814 20.1715
 0 0.01687963 -14.0165 14.5814 20.1715
 0 0.01682865 -14.0165 14.5814 20.1715
 0 0.01660535 -14.0165 14.5814 20.1715
 0 0.01668216 -14.0165 14.5814 20.1715
 0 0.01666829 -14.0165 14.5814 20.1715
 0 0.01672296 -14.0165 14.5814 20.1715
 0 0.01653802 -14.0165 14.5814 20.1715
 0 0.01675526 -14.0165 14.5814 20.1715
 0 0.01659451 -14.0165 14.5814 20.1715
 0 0.01680539 -14.0165 14.5814 20.1715
 0 0.01644554 -14.0165 14.5814 20.1715
 0 0.01696112 -14.0165 14.5814 20.1715
 0 0.01656930 -14.0165 14.5814 20.1715
 0 0.01659396 -14.0165 14.5814 20.1715
 0 0.01657623 -14.0165 14.5814 20.1715
 0 0.01707738 -14.0165 14.5814 20.1715
 0 0.01655968 -14.0165 14.5814 20.1715
 0 0.01651060 -14.0165 14.5814 20.1715
 0 0.01683310 -14.0165 14.5814 20.1715
 0 0.01683073 -14.0165 14.5814 20.1715
 0 0.01626963 -14.0165 14.5814 20.1715
 0 0.01669358 -14.0165 14.5814 20.1715
 0 0.01689947 -14.0165 14.5814 20.1715
 0 0.01666155 -14.0165 14.5814 20.1715
 0 0.01644333 -14.0165 14.5814 20.1715
 0 0.01669223 -14.0165 14.5814 20.1715
 0 0.01700008 -14.0165 14.5814 20.1715
 0 0.01642202 -14.0165 14.5814 20.1715
 0 0.01672157 -14.0165 14.5814 20.1715
 0 0.01682767 -14.0165 14.5814 20.1715
 0 0.01669812 -14.0165 14.5814 20.1715
 0 0.01643381 -14.0165 14.5814 20.1715
 0 0.01696996 -14.0165 14.5814 20.1715
 0 0.01643967 -14.0165 14.5814 20.1715
 0 0.01669782 -14.0165 14.5814 20.1715
 0 0.01659272 -14.0165 14.5814 20.1715
 0 0.01683918 -14.0165 14.5814 20.1715
