Version:,Taxi,Continuous/Discontinuous,v4.1.8941.20741,
0,0.01670595,-8.9348,-2.2985,279.2107
0,0.01661545,-8.9348,-2.2985,279.2107
0,0.01664244,-8.9348,-2.2985,279.2107
0,0.0167413,-8.9348,-2.2985,279.2107
0,0.01659158,-8.9348,-2.2985,279.2107
0,0.01660458,-8.9348,-2.2985,279.2107
0,0.01671221,-8.9348,-2.2985,279.2107
0,0.01679121,-8.9348,-2.2985,279.2107
0,0.01674095,-8.9348,-2.2985,279.2107
0,0.01665712,-8.9348,-2.2985,279.2107
0,0.01650214,-8.9348,-2.2985,279.2107
0,0.01669494,-8.9348,-2.2985,279.2107
0,0.01689936,-8.9348,-2.2985,279.2107
0,0.01670908,-8.9348,-2.2985,279.2107
0,0.01650877,-8.9348,-2.2985,279.2107
0,0.01678627,-8.9348,-2.2985,279.2107
0,0.01684021,-8.9348,-2.2985,279.2107
0,0.01647678,-8.9348,-2.2985,279.2107
0,0.01669337,-8.9348,-2.2985,279.2107
0,0.01659704,-8.9348,-2.2985,279.2107
0,0.01669674,-8.9348,-2.2985,279.2107
0,0.01669508,-8.9348,-2.2985,279.2107
0,0.01670487,-8.9348,-2.2985,279.2107
0,0.01659531,-8.9348,-2.2985,279.2107
0,0.01669829,-8.9348,-2.2985,279.2107
0,0.01683211,-8.9348,-2.2985,279.2107
0,0.01656577,-8.9348,-2.2985,279.2107
0,0.01667175,-8.9348,-2.2985,279.2107
0,0.01673271,-8.9348,-2.2985,279.2107
0,0.01661593,-8.9348,-2.2985,279.2107
0,0.01679753,-8.9348,-2.2985,279.2107
0,0.01701066,-8.9348,-2.2985,279.2107
0,0.01672068,-8.9348,-2.2985,279.2107
0,0.01625775,-8.9348,-2.2985,279.2107
0,0.01649614,-8.9348,-2.2985,279.2107
0,0.01679522,-8.9348,-2.2985,279.2107
0,0.01676566,-8.9348,-2.2985,279.2107
0,0.01674536,-8.9348,-2.2985,279.2107
0,0.01662429,-8.9348,-2.2985,279.2107
0,0.01669237,-8.9348,-2.2985,279.2107
0,0.01668222,-8.9348,-2.2985,279.2107
0,0.01652285,-8.9348,-2.2985,279.2107
0,0.01677747,-7.07,-4.8,0
0,0.01677747,-7.07,-4.8,0
0,0.0169041,-7.07,-4.8,0
0,0.01649882,-7.07,-4.8,0
0,0.01661523,-7.07,-4.8,0
0,0.01681739,-7.07,-4.8,0
0,0.01666036,-7.07,-4.8,0
0,0.01682353,-7.07,-4.8,0
0,0.01657166,-7.07,-4.8,0
0,0.01628163,-7.07,-4.8,0
0,0.01712372,-7.07,-4.8,0
0,0.0165989,-7.07,-4.8,0
0,0.01659831,-7.07,-4.8,0
0,0.01671097,-7.07,-4.8,0
0,0.01679035,-7.07,-4.8,0
0,0.01636701,-7.07,-4.8,0
0,0.01666319,-7.07,-4.8,0
0,0.01633848,-7.07,-4.8,0
0,0.0173254,-7.07,-4.8,0
0,0.01699463,-7.07,-4.8,0
0,0.01597403,-7.07,-4.8,0
0,0.01693791,-7.07,-4.8,0
0,0.01672538,-7.07,-4.8,0
0,0.01689612,-7.07,-4.8,0
0,0.01616469,-7.07,-4.8,0
0,0.01690971,-7.07,-4.8,0
0,0.01680856,-7.07,-4.8,0
0,0.01669429,-7.07,-4.8,0
0,0.01670902,-7.07,-4.8,0
0,0.01650052,-7.07,-4.8,0
0,0.01689759,-7.07,-4.8,0
0,0.01659162,-7.07,-4.8,0
0,0.01669642,-7.07,-4.8,0
0,0.0166114,-7.07,-4.8,0
0,0.01670284,-7.07,-4.8,0
0,0.01668986,-7.07,-4.8,0
0,0.0166949,-7.07,-4.8,0
0,0.01670152,-7.07,-4.8,0
0,0.01661314,-7.07,-4.8,0
0,0.01683748,-7.07,-4.8,0
0,0.01655007,-7.07,-4.8,0
0,0.0167022,-7.07,-4.8,0
0,0.01670248,-7.07,-4.8,0
0,0.01680704,-7.07,-4.8,0
0,0.01650122,-7.07,-4.8,0
0,0.01668986,-7.07,-4.8,0
0,0.01683892,-7.07,-4.8,0
0,0.0166671,-7.07,-4.8,0
0,0.01643201,-7.07,-4.8,0
0,0.01686826,-7.07,-4.8,0
0,0.01669983,-7.07,-4.8,0
0,0.01675857,-7.07,-4.8,0
0,0.01653195,-7.07,-4.8,0
0,0.01672178,-7.07,-4.8,0
15,0.01667498,-7.07,-4.8,0
0,0.01691556,-7.07,-4.8,0
0,0.01647854,-7.07,-4.8,0
0,0.01683552,-7.07,-4.8,0
0,0.01627103,-7.07,-4.8,0
0,0.01680815,-7.07,-4.8,0
0,0.01670392,-7.07,-4.8,0
0,0.01650617,-7.07,-4.8,0
0,0.01698991,-7.07,-4.8,0
0,0.01649921,-7.07,-4.8,0
0,0.01659915,-7.07,-4.8,0
0,0.01669877,-7.07,-4.8,0
0,0.01664565,-7.07,-4.8,0
0,0.01675324,-7.07,-4.8,0
0,0.01659874,-7.07,-4.8,0
0,0.01670324,-7.07,-4.8,0
0,0.01673564,-7.07,-4.8,0
0,0.01658254,-7.07,-4.8,0
0,0.01667825,-7.07,-4.8,0
0,0.016808,-7.07,-4.8,0
0,0.01679426,-7.07,-4.8,0
0,0.01660692,-7.07,-4.8,0
0,0.01671162,-7.07,-4.8,0
0,0.01650353,-7.07,-4.8,0
0,0.01656327,-7.07,-4.8,0
0,0.0168344,-7.07,-4.8,0
0,0.01681439,-7.07,-4.8,0
0,0.01657186,-7.07,-4.8,0
0,0.0166948,-7.07,-4.8,0
0,0.01674547,-7.07,-4.8,0
0,0.01669621,-7.07,-4.8,0
0,0.01665659,-7.07,-4.8,0
0,0.01689407,-7.07,-4.8,0
0,0.01631341,-7.07,-4.8,0
0,0.01685076,-7.07,-4.8,0
0,0.01665032,-7.07,-4.8,0
0,0.01659464,-7.07,-4.8,0
0,0.01670478,-7.07,-4.8,0
0,0.0167119,-7.07,-4.8,0
0,0.0167062,-7.07,-4.8,0
0,0.01669108,-7.07,-4.8,0
0,0.01646974,-7.07,-4.8,0
0,0.01690974,-7.07,-4.8,0
0,0.0165036,-7.07,-4.8,0
0,0.01700269,-7.07,-4.8,0
0,0.01651501,-7.07,-4.8,0
0,0.0167814,-7.07,-4.8,0
0,0.01639469,-7.07,-4.8,0
0,0.0168061,-7.07,-4.8,0
0,0.01660123,-7.07,-4.8,0
0,0.01669915,-7.07,-4.8,0
0,0.01680766,-7.07,-4.8,0
0,0.01661408,-7.07,-4.8,0
0,0.0167833,-7.07,-4.8,0
0,0.01660646,-7.07,-4.8,0
0,0.01659207,-7.07,-4.8,0
0,0.01669379,-7.07,-4.8,0
0,0.01685332,-7.07,-4.8,0
0,0.01637736,-7.07,-4.8,0
0,0.01644852,-7.07,-4.8,0
0,0.01713284,-7.07,-4.8,0
0,0.01659204,-7.07,-4.8,0
0,0.01669831,-7.07,-4.8,0
0,0.01658079,-7.07,-4.8,0
0,0.01693439,-7.07,-4.8,0
0,0.01638536,-7.07,-4.8,0
0,0.01690017,-7.07,-4.8,0
0,0.0167331,-7.07,-4.8,0
0,0.01657139,-7.07,-4.8,0
0,0.01660173,-7.07,-4.8,0
0,0.01689452,-7.07,-4.8,0
0,0.01661629,-7.07,-4.8,0
0,0.0166081,-7.07,-4.8,0
0,0.01661553,-7.07,-4.8,0
0,0.01675711,-7.07,-4.8,0
0,0.01661576,-7.07,-4.8,0
0,0.01689407,-7.07,-4.8,0
0,0.01649648,-7.07,-4.8,0
0,0.01660063,-7.07,-4.8,0
0,0.01679463,-7.07,-4.8,0
0,0.01670419,-7.07,-4.8,0
0,0.0165943,-7.07,-4.8,0
0,0.01670219,-7.07,-4.8,0
0,0.01671768,-7.07,-4.8,0
0,0.01668372,-7.07,-4.8,0
0,0.01680125,-7.07,-4.8,0
0,0.01669852,-7.07,-4.8,0
0,0.01651325,-7.07,-4.8,0
0,0.01668529,-7.07,-4.8,0
0,0.01659306,-7.07,-4.8,0
0,0.01662378,-7.07,-4.8,0
0,0.01678879,-7.07,-4.8,0
0,0.01660909,-7.07,-4.8,0
0,0.01678813,-7.07,-4.8,0
0,0.01669664,-7.07,-4.8,0
0,0.01661606,-7.07,-4.8,0
0,0.01672,-7.07,-4.8,0
0,0.01671405,-7.07,-4.8,0
0,0.01664701,-7.07,-4.8,0
0,0.01674916,-7.07,-4.8,0
0,0.01670619,-7.07,-4.8,0
0,0.01665871,-7.07,-4.8,0
0,0.01660161,-7.07,-4.8,0
0,0.01679376,-7.07,-4.8,0
0,0.01639271,-7.07,-4.8,0
0,0.01680804,-7.07,-4.8,0
0,0.01669378,-7.07,-4.8,0
0,0.01672718,-7.07,-4.8,0
0,0.01671818,-7.07,-4.8,0
0,0.01665501,-7.07,-4.8,0
0,0.01670366,-7.07,-4.8,0
0,0.01658947,-7.07,-4.8,0
0,0.0200028,-7.07,-4.8,0
0,0.01340517,-7.07,-4.8,0
0,0.01684508,-7.07,-4.8,0
0,0.01647965,-7.07,-4.8,0
0,0.01667244,-7.07,-4.8,0
0,0.0168077,-7.07,-4.8,0
0,0.01659794,-7.07,-4.8,0
0,0.01679591,-7.07,-4.8,0
0,0.01652514,-7.07,-4.8,0
0,0.01677212,-7.07,-4.8,0
0,0.01670409,-7.07,-4.8,0
0,0.01671719,-7.07,-4.8,0
0,0.01658357,-7.07,-4.8,0
0,0.01659573,-7.07,-4.8,0
0,0.0167288,-7.07,-4.8,0
0,0.01662702,-7.07,-4.8,0
0,0.01708363,-7.07,-4.8,0
0,0.01637031,-7.07,-4.8,0
0,0.0166898,-7.07,-4.8,0
0,0.01674856,-7.07,-4.8,0
0,0.01647357,-7.07,-4.8,0
0,0.01692538,-7.07,-4.8,0
0,0.01664021,-7.07,-4.8,0
0,0.01661553,-7.07,-4.8,0
0,0.0167003,-7.07,-4.8,0
0,0.01669668,-7.07,-4.8,0
0,0.01671664,-7.07,-4.8,0
0,0.01662911,-7.07,-4.8,0
0,0.01654973,-7.07,-4.8,0
0,0.01692155,-7.07,-4.8,0
0,0.01649749,-7.07,-4.8,0
0,0.01719183,-7.07,-4.8,0
0,0.01617918,-7.07,-4.8,0
0,0.01682338,-7.07,-4.8,0
0,0.01669001,-7.07,-4.8,0
0,0.01680633,-7.07,-4.8,0
0,0.01650694,-7.07,-4.8,0
0,0.01679702,-7.07,-4.8,0
0,0.01650399,-7.07,-4.8,0
0,0.01659822,-7.07,-4.8,0
0,0.01671454,-7.07,-4.8,0
0,0.01678482,-7.07,-4.8,0
0,0.01658921,-7.07,-4.8,0
0,0.01670226,-7.07,-4.8,0
0,0.01675069,-7.07,-4.8,0
0,0.01678053,-7.07,-4.8,0
0,0.01652437,-7.07,-4.8,0
0,0.01653732,-7.07,-4.8,0
0,0.01703565,-7.07,-4.8,0
0,0.01657345,-7.07,-4.8,0
0,0.01662829,-7.07,-4.8,0
0,0.01668806,-7.07,-4.8,0
0,0.01668359,-7.07,-4.8,0
0,0.01670005,-7.07,-4.8,0
0,0.01649563,-7.07,-4.8,0
0,0.01703785,-7.07,-4.8,0
0,0.01589164,-7.07,-4.8,0
0,0.01668141,-7.07,-4.8,0
0,0.01650276,-7.07,-4.8,0
0,0.01668372,-7.07,-4.8,0
0,0.0169591,-7.07,-4.8,0
0,0.01676405,-7.07,-4.8,0
0,0.01620648,-7.07,-4.8,0
0,0.01687256,-7.07,-4.8,0
0,0.0167037,-7.07,-4.8,0
0,0.01649949,-7.07,-4.8,0
0,0.0168577,-7.07,-4.8,0
0,0.01664561,-7.07,-4.8,0
25,0.01669799,-7.07,-4.8,0
0,0.01689934,-7.07,-4.8,0
0,0.01645571,-7.07,-3.8228,0
0,0.01714447,-7.07,-3.737,0
0,0.01643407,-7.07,-3.6549,0
0,0.01657593,-7.07,-3.572,0
0,0.01689079,-7.07,-3.4875,0
0,0.01683727,-7.07,-3.4034,0
0,0.01647513,-7.07,-3.321,0
0,0.01678903,-7.07,-3.237,0
0,0.01639452,-7.07,-3.1551,0
0,0.01670128,-7.07,-3.0716,0
0,0.01692087,-7.07,-2.987,0
0,0.01683326,-7.07,-2.9028,0
0,0.01649011,-7.07,-2.8203,0
0,0.01656003,-7.07,-2.7375,0
0,0.01689887,-7.07,-2.653,0
0,0.01676711,-7.07,-2.5692,0
0,0.01649819,-7.07,-2.4867,0
0,0.01674864,-7.07,-2.403,0
0,0.01627419,-7.07,-2.3216,0
0,0.01711028,-7.07,-2.236,0
0,0.01683161,-7.07,-2.1519,0
0,0.01640614,-7.07,-2.0699,0
0,0.01656074,-7.07,-1.9871,0
0,0.01679771,-7.07,-1.9031,0
0,0.01650224,-7.07,-1.8206,0
0,0.01698507,-7.07,-1.7356,0
0,0.01647325,-7.07,-1.6533,0
0,0.01677096,-7.07,-1.5694,0
0,0.01656762,-7.07,-1.4866,0
0,0.01672976,-7.07,-1.4029,0
0,0.0167251,-7.07,-1.3193,0
0,0.01700915,-7.07,-1.2343,0
0,0.01613977,-7.07,-1.1536,0
0,0.016903,-7.07,-1.069,0
0,0.01660511,-7.07,-0.986,0
0,0.01686898,-7.07,-0.9017,0
0,0.01658287,-7.07,-0.8188,0
0,0.0164523,-7.07,-0.7365,0
0,0.01668866,-7.07,-0.653,0
0,0.01689613,-7.07,-0.5686,0
0,0.01662859,-7.07,-0.4854,0
0,0.01692381,-7.07,-0.4008,0
0,0.01645481,-7.07,-0.3185,0
0,0.01672016,-7.07,-0.2349,0
0,0.01667312,-7.07,-0.1516,0
0,0.01674326,-7.07,-0.0678,0
0,0.01698041,-7.07,0.0171,0
0,0.01611311,-7.07,0.0976,0
0,0.01656923,-7.07,0.1805,0
0,0.01732222,-7.0727,0.267,358.1833
0,0.01616967,-7.0777,0.3477,356.4875
0,0.01674588,-7.0854,0.4311,354.7312
0,0.01676493,-7.0956,0.5143,352.9729
0,0.01682977,-7.1085,0.5975,351.2079
0,0.01677225,-7.1239,0.6799,349.4488
0,0.01617564,-7.141,0.7589,347.7524
0,0.01682896,-7.1614,0.8406,345.9874
0,0.01693379,-7.1819,0.9227,345.9874
0,0.01635355,-7.2017,1.0021,345.9874
0,0.01680027,-7.222,1.0836,345.9874
0,0.01660433,-7.2421,1.1641,345.9874
0,0.01680891,-7.2625,1.2457,345.9874
0,0.01658186,-7.2826,1.3261,345.9874
0,0.01670527,-7.3028,1.4071,345.9874
0,0.0165984,-7.3229,1.4877,345.9874
0,0.01683915,-7.3433,1.5694,345.9874
0,0.01671289,-7.3635,1.6504,345.9874
0,0.01665804,-7.3837,1.7312,345.9874
0,0.01670162,-7.4039,1.8123,345.9874
0,0.01679589,-7.4242,1.8937,345.9874
0,0.01649529,-7.4442,1.9738,345.9874
0,0.01669669,-7.4644,2.0548,345.9874
0,0.01662776,-7.4845,2.1354,345.9874
0,0.01677291,-7.5048,2.2168,345.9874
0,0.01660311,-7.5249,2.2974,345.9874
0,0.016804,-7.5453,2.3789,345.9874
0,0.01649577,-7.5653,2.4589,345.9874
0,0.01680559,-7.5856,2.5404,345.9874
0,0.01680803,-7.606,2.622,345.9874
0,0.01658887,-7.626,2.7024,345.9874
0,0.0165992,-7.6461,2.783,345.9874
0,0.01663162,-7.6663,2.8636,345.9874
0,0.01666366,-7.6864,2.9445,345.9874
0,0.01628718,-7.7062,3.0235,345.9874
0,0.01719879,-7.727,3.1069,345.9874
0,0.01679626,-7.7473,3.1884,345.9874
0,0.01660471,-7.7674,3.269,345.9874
0,0.01653227,-7.7874,3.3492,345.9874
0,0.01694262,-7.808,3.4314,345.9874
0,0.01666588,-7.8306,3.5116,344.2395
0,0.01647508,-7.8553,3.5901,342.5117
0,0.01662049,-7.8827,3.6686,340.7686
0,0.01677517,-7.9128,3.7469,339.0092
0,0.01671197,-7.9427,3.8249,339.0092
0,0.01672896,-7.9727,3.903,339.0092
0,0.01657588,-8.0023,3.9804,339.0092
0,0.01668471,-8.0322,4.0583,339.0092
0,0.01669969,-8.0621,4.1362,339.0092
0,0.01680475,-8.0922,4.2147,339.0092
0,0.01649616,-8.1218,4.2917,339.0092
0,0.01662215,-8.1516,4.3693,339.0092
0,0.01678364,-8.1816,4.4476,339.0092
0,0.01660081,-8.2113,4.5251,339.0092
0,0.01663276,-8.2411,4.6028,339.0092
0,0.01657269,-8.2708,4.6801,339.0092
0,0.01699169,-8.3013,4.7595,339.0092
0,0.01659837,-8.331,4.8369,339.0092
0,0.01670288,-8.3609,4.9149,339.0092
0,0.01672867,-8.3909,4.993,339.0092
0,0.0166017,-8.4206,5.0705,339.0092
0,0.01646191,-8.4501,5.1474,339.0092
0,0.01700674,-8.4805,5.2267,339.0092
0,0.01650189,-8.5101,5.3038,339.0092
0,0.01672911,-8.5401,5.3819,339.0092
0,0.01668081,-8.5699,5.4597,339.0092
0,0.01674741,-8.5999,5.5379,339.0092
0,0.0166484,-8.6298,5.6156,339.0092
0,0.0166237,-8.6595,5.6932,339.0092
0,0.01703127,-8.6875,5.7737,340.7954
0,0.01641386,-8.7122,5.8519,342.5168
0,0.01683709,-8.735,5.933,344.2827
0,0.01648075,-8.7549,6.0129,346.0111
0,0.01670395,-8.7726,6.0946,347.763
0,0.01659809,-8.7877,6.1762,349.5038
0,0.016903,-8.8006,6.2597,351.2765
0,0.01668358,-8.8132,6.3422,351.2765
0,0.01642843,-8.8257,6.4233,351.2765
0,0.0168033,-8.8384,6.5064,351.2765
0,0.01657674,-8.851,6.5883,351.2765
0,0.01670639,-8.8637,6.6709,351.2765
0,0.01669921,-8.8763,6.7534,351.2765
0,0.01669996,-8.889,6.8359,351.2765
0,0.01660151,-8.9016,6.918,351.2765
0,0.01670722,-8.9142,7.0006,351.2765
0,0.01681205,-8.927,7.0836,351.2765
0,0.01668259,-8.9396,7.1661,351.2765
0,0.01659593,-8.9522,7.2481,351.2765
0,0.0167098,-8.9649,7.3307,351.2765
0,0.01669271,-8.9776,7.4132,351.2765
0,0.01662452,-8.9902,7.4954,351.2765
0,0.01659412,-9.0027,7.5774,351.2765
0,0.01689991,-9.0156,7.6609,351.2765
0,0.01638487,-9.028,7.7419,351.2765
0,0.01703228,-9.0435,7.8256,349.4902
0,0.0166069,-9.0611,7.9067,347.7485
0,0.01645743,-9.081,7.9866,346.0225
0,0.01689566,-9.1039,8.0679,344.2505
0,0.01666345,-9.1266,8.1481,344.2505
0,0.01657919,-9.1491,8.2279,344.2505
0,0.0166596,-9.1717,8.308,344.2505
0,0.01660938,-9.1942,8.388,344.2505
0,0.01687753,-9.2171,8.4692,344.2505
0,0.01661228,-9.2397,8.5491,344.2505
0,0.01691042,-9.2626,8.6305,344.2505
0,0.01640098,-9.2849,8.7094,344.2505
0,0.01669146,-9.3075,8.7898,344.2505
0,0.01688146,-9.3304,8.871,344.2505
0,0.01645461,-9.3528,8.9502,344.2505
0,0.01655796,-9.3752,9.0299,344.2505
0,0.0168051,-9.398,9.1107,344.2505
0,0.0167086,-9.4207,9.1911,344.2505
0,0.01660866,-9.4433,9.2711,344.2505
0,0.0168007,-9.4661,9.3519,344.2505
0,0.01658642,-9.4886,9.4317,344.2505
0,0.01670501,-9.5112,9.5121,344.2505
0,0.01649112,-9.5336,9.5915,344.2505
0,0.01700223,-9.5567,9.6733,344.2505
0,0.01659676,-9.5792,9.7532,344.2505
0,0.01671096,-9.6019,9.8336,344.2505
0,0.01663148,-9.6245,9.9136,344.2505
0,0.01663147,-9.6471,9.9937,344.2505
0,0.01672406,-9.6697,10.0742,344.2505
0,0.01680324,-9.6926,10.155,344.2505
0,0.01649921,-9.7149,10.2344,344.2505
0,0.01660161,-9.7375,10.3143,344.2505
0,0.01691022,-9.7604,10.3957,344.2505
0,0.01658547,-9.7829,10.4755,344.2505
0,0.01659973,-9.8055,10.5554,344.2505
0,0.01662925,-9.828,10.6354,344.2505
0,0.01679119,-9.8508,10.7162,344.2505
0,0.01673581,-9.8735,10.7967,344.2505
0,0.01646087,-9.8959,10.876,344.2505
0,0.01689118,-9.9188,10.9572,344.2505
0,0.01669046,-9.9414,11.0376,344.2505
0,0.01670838,-9.9641,11.118,344.2505
0,0.01679401,-9.9869,11.1988,344.2505
0,0.01640437,-10.0092,11.2777,344.2505
0,0.01661298,-10.0317,11.3577,344.2505
0,0.01687982,-10.0546,11.4389,344.2505
0,0.01651288,-10.0771,11.5184,344.2505
0,0.01680231,-10.0999,11.5992,344.2505
0,0.01668463,-10.1225,11.6795,344.2505
0,0.01670437,-10.1452,11.7599,344.2505
0,0.01669715,-10.1678,11.8403,344.2505
0,0.01670382,-10.1905,11.9206,344.2505
0,0.01660496,-10.213,12.0005,344.2505
0,0.01669298,-10.2357,12.0809,344.2505
0,0.01650619,-10.2581,12.1603,344.2505
0,0.0168927,-10.281,12.2416,344.2505
0,0.01660509,-10.3036,12.3215,344.2505
0,0.01682471,-10.3264,12.4025,344.2505
0,0.01648106,-10.3488,12.4818,344.2505
0,0.01669515,-10.3714,12.5621,344.2505
0,0.01669284,-10.3941,12.6425,344.2505
0,0.01682229,-10.4169,12.7234,344.2505
0,0.01648707,-10.4393,12.8028,344.2505
0,0.01733847,-10.4393,12.8028,344.2505
0,0.01592925,-10.4393,12.8028,344.2505
0,0.01662769,-10.4393,12.8028,344.2505
0,0.01670894,-10.4393,12.8028,344.2505
0,0.01669158,-10.4393,12.8028,344.2505
0,0.01662956,-10.4393,12.8028,344.2505
0,0.01666901,-10.4393,12.8028,344.2505
0,0.01675057,-10.4393,12.8028,344.2505
0,0.01666637,-10.4393,12.8028,344.2505
0,0.0166811,-10.4393,12.8028,344.2505
0,0.01670491,-10.4393,12.8028,344.2505
0,0.01660953,-10.4393,12.8028,344.2505
0,0.01689793,-10.4393,12.8028,344.2505
0,0.01651483,-10.4393,12.8028,344.2505
0,0.01656827,-10.4393,12.8028,344.2505
0,0.01680282,-10.4393,12.8028,344.2505
0,0.01666487,-10.4393,12.8028,344.2505
0,0.01682942,-10.4393,12.8028,344.2505
0,0.01650307,-10.4393,12.8028,344.2505
35,0.01670263,-10.4393,12.8028,344.2505
0,0.01661074,-10.4393,12.8028,344.2505
0,0.01680338,-10.4393,12.8028,344.2505
0,0.01658422,-10.4393,12.8028,344.2505
0,0.01670664,-10.4393,12.8028,344.2505
0,0.01679612,-10.4393,12.8028,344.2505
0,0.01652089,-10.4393,12.8028,344.2505
0,0.01679478,-10.4393,12.8028,344.2505
0,0.01679027,-10.4393,12.8028,344.2505
0,0.01678249,-10.4393,12.8028,344.2505
0,0.01661715,-10.4393,12.8028,344.2505
0,0.01662131,-10.4393,12.8028,344.2505
0,0.01667716,-10.4393,12.8028,344.2505
0,0.01700424,-10.4393,12.8028,344.2505
0,0.01661521,-10.4393,12.8028,344.2505
0,0.016592,-10.4393,12.8028,344.2505
0,0.01662242,-10.4393,12.8028,344.2505
0,0.01659519,-10.4393,12.8028,344.2505
0,0.01658475,-10.4393,12.8028,344.2505
0,0.01670281,-10.4393,12.8028,344.2505
0,0.01667725,-10.4393,12.8028,344.2505
0,0.01672764,-10.4393,12.8028,344.2505
0,0.01669372,-10.4393,12.8028,344.2505
0,0.01668788,-10.4393,12.8028,344.2505
0,0.01669721,-10.4393,12.8028,344.2505
0,0.01671154,-10.4393,12.8028,344.2505
0,0.01674975,-10.4393,12.8028,344.2505
0,0.01643172,-10.4393,12.8028,344.2505
0,0.01680652,-10.4393,12.8028,344.2505
0,0.01670046,-10.4393,12.8028,344.2505
0,0.01673947,-10.4393,12.8028,344.2505
0,0.01676241,-10.4393,12.8028,344.2505
0,0.01672217,-10.4393,12.8028,344.2505
0,0.01667841,-10.4393,12.8028,344.2505
0,0.0165964,-10.4393,12.8028,344.2505
0,0.01669461,-10.4393,12.8028,344.2505
0,0.0166213,-10.4393,12.8028,344.2505
0,0.01669395,-10.4393,12.8028,344.2505
0,0.01667158,-10.4393,12.8028,344.2505
0,0.01668395,-10.4393,12.8028,344.2505
0,0.01663841,-10.4393,12.8028,344.2505
0,0.0166916,-10.4393,12.8028,344.2505
0,0.01661973,-10.4393,12.8028,344.2505
0,0.01669336,-10.4393,12.8028,344.2505
0,0.01670767,-10.4393,12.8028,344.2505
0,0.01668307,-10.4393,12.8028,344.2505
0,0.01669913,-10.4393,12.8028,344.2505
0,0.01659327,-10.4393,12.8028,344.2505
0,0.01681399,-10.4393,12.8028,344.2505
0,0.01671686,-10.4393,12.8028,344.2505
0,0.01647579,-10.4393,12.8028,344.2505
0,0.01673585,-10.4393,12.8028,344.2505
0,0.01687141,-10.4393,12.8028,344.2505
0,0.01658342,-10.4393,12.8028,344.2505
0,0.01662167,-10.4393,12.8028,344.2505
0,0.01670787,-10.4393,12.8028,344.2505
0,0.01658791,-10.4393,12.8028,344.2505
0,0.01661775,-10.4393,12.8028,344.2505
0,0.0167989,-7.07,-4.8,0
0,0.0167989,-7.07,-4.8,0
0,0.01681558,-7.07,-4.8,344.0997
0,0.01689543,-7.07,-4.8,343.9481
0,0.01595105,-7.07,-4.8,343.8049
0,0.01686317,-7.07,-4.8,343.6536
0,0.01663606,-7.07,-4.8,343.5043
0,0.01669264,-7.07,-4.8,343.3544
0,0.01632525,-7.07,-4.8,343.2079
0,0.01689708,-7.07,-4.8,343.0562
0,0.01652857,-7.07,-4.8,342.9078
0,0.01667877,-7.07,-4.8,342.7581
0,0.01670173,-7.07,-4.8,342.6082
0,0.01679602,-7.07,-4.8,342.4573
0,0.01650139,-7.07,-4.8,342.3092
0,0.01674571,-7.07,-4.8,342.1588
0,0.01676906,-7.07,-4.8,342.0082
0,0.01659496,-7.07,-4.8,341.8592
0,0.01668339,-7.07,-4.8,341.7094
0,0.01670381,-7.07,-4.8,341.5594
0,0.01661499,-7.07,-4.8,341.4102
0,0.01680171,-7.07,-4.8,341.2593
0,0.01658296,-7.07,-4.8,341.1104
0,0.01669006,-7.07,-4.8,340.9605
0,0.01675058,-7.07,-4.8,340.8101
0,0.01658175,-7.07,-4.8,340.6611
0,0.0167895,-7.07,-4.8,340.5103
0,0.01662942,-7.07,-4.8,340.361
0,0.0166539,-7.07,-4.8,340.2114
0,0.0166017,-7.07,-4.8,340.0623
0,0.01701467,-7.07,-4.8,339.9095
0,0.01642754,-7.07,-4.8,339.762
0,0.01685484,-7.07,-4.8,339.6107
0,0.01661807,-7.07,-4.8,339.4614
0,0.01658652,-7.07,-4.8,339.3125
0,0.01659501,-7.07,-4.8,339.1635
0,0.01680166,-7.07,-4.8,339.0126
0,0.01668991,-7.07,-4.8,338.8627
0,0.01676452,-7.07,-4.8,338.7122
0,0.01683228,-7.07,-4.8,338.5611
0,0.01671045,-7.07,-4.8,338.4111
0,0.0163194,-7.07,-4.8,338.2646
0,0.01689543,-7.07,-4.8,338.1129
0,0.01653303,-7.07,-4.8,337.9645
0,0.01675521,-7.07,-4.8,337.8141
0,0.01669786,-7.07,-4.8,337.6642
0,0.01670016,-7.07,-4.8,337.5144
0,0.01670586,-7.07,-4.8,337.3645
0,0.01660029,-7.07,-4.8,337.2155
0,0.01693545,-7.07,-4.8,337.2155
0,0.01635717,-7.07,-4.8,337.2155
0,0.01671126,-7.07,-4.8,337.2155
0,0.01669656,-7.07,-4.8,337.2155
0,0.01649876,-7.07,-4.8,337.2155
13,0.01689208,-7.07,-4.8,337.2155
0,0.01670503,-7.07,-4.8,337.2155
0,0.01650631,-7.07,-4.8,337.2155
0,0.0166132,-7.07,-4.8,337.2155
0,0.01666872,-7.07,-4.8,337.2155
0,0.01671055,-7.07,-4.8,337.2155
0,0.01668643,-7.07,-4.8,337.2155
0,0.01661296,-7.07,-4.8,337.2155
0,0.01704357,-7.07,-4.8,337.2155
0,0.01635657,-7.07,-4.8,337.2155
0,0.01674036,-7.07,-4.8,337.2155
0,0.01667652,-7.07,-4.8,337.2155
0,0.01688367,-7.07,-4.8,337.2155
0,0.01660145,-7.07,-4.8,337.2155
0,0.01659859,-7.07,-4.8,337.2155
0,0.016612,-7.07,-4.8,337.2155
