Version:,Taxi,Continuous/Discontinuous,v4.1.8941.20741,
0,0.01667945,-7.3209,-1.9248,349.5039
0,0.01660072,-7.336,-1.8431,349.5039
0,0.01670867,-7.3512,-1.761,349.5039
0,0.01679706,-7.3665,-1.6784,349.5039
0,0.01649564,-7.3815,-1.5973,349.5039
0,0.01679918,-7.3968,-1.5147,349.5039
0,0.01661687,-7.412,-1.433,349.5039
0,0.01658073,-7.4271,-1.3515,349.5039
0,0.01682844,-7.4424,-1.2688,349.5039
0,0.01657284,-7.4575,-1.1873,349.5039
0,0.01679995,-7.4728,-1.1047,349.5039
0,0.0166024,-7.4879,-1.0231,349.5039
0,0.0169097,-7.5033,-0.94,349.5039
0,0.01659222,-7.5184,-0.8584,349.5039
0,0.01659715,-7.5335,-0.7768,349.5039
0,0.01670551,-7.5488,-0.6947,349.5039
0,0.01659334,-7.5639,-0.6131,349.5039
0,0.0166212,-7.579,-0.5314,349.5039
0,0.01678241,-7.5943,-0.4489,349.5039
0,0.01669942,-7.6095,-0.3668,349.5039
0,0.01671685,-7.6247,-0.2846,349.5039
0,0.01658347,-7.6398,-0.203,349.5039
0,0.01666462,-7.655,-0.1211,349.5039
0,0.01674691,-7.6703,-0.0388,349.5039
0,0.01668433,-7.6855,0.0433,349.5039
0,0.01709957,-7.701,0.1273,349.5039
0,0.01630962,-7.7159,0.2075,349.5039
0,0.01658954,-7.731,0.2891,349.5039
0,0.01670011,-7.7462,0.3712,349.5039
0,0.01680585,-7.7615,0.4538,349.5039
0,0.01654305,-7.7766,0.5351,349.5039
0,0.01704995,-7.7947,0.6184,347.7157
0,0.01640058,-7.8146,0.698,345.9957
0,0.01671536,-7.8373,0.7784,344.2426
0,0.01649627,-7.8621,0.8571,342.5125
0,0.01704898,-7.8902,0.9376,340.7245
0,0.01660725,-7.9176,1.0159,340.7245
0,0.01655194,-7.9449,1.0941,340.7245
0,0.01650182,-7.9722,1.1719,340.7245
0,0.01669882,-7.9997,1.2508,340.7245
0,0.01677722,-8.0274,1.3299,340.7245
0,0.01670936,-8.055,1.4088,340.7245
0,0.01659555,-8.0824,1.4871,340.7245
0,0.01661925,-8.1098,1.5656,340.7245
0,0.01689223,-8.1377,1.6453,340.7245
0,0.0164919,-8.1649,1.7231,340.7245
0,0.01680411,-8.1927,1.8024,340.7245
0,0.01659104,-8.22,1.8807,340.7245
0,0.01660449,-8.2475,1.9591,340.7245
0,0.01691366,-8.2754,2.0389,340.7245
0,0.01649846,-8.3026,2.1168,340.7245
0,0.01670224,-8.3302,2.1956,340.7245
0,0.01678649,-8.3579,2.2749,340.7245
0,0.0164583,-8.385,2.3525,340.7245
0,0.01683917,-8.4128,2.432,340.7245
0,0.01669635,-8.4404,2.5108,340.7245
0,0.0167017,-8.468,2.5897,340.7245
0,0.01660994,-8.4954,2.668,340.7245
0,0.01669692,-8.5229,2.7468,340.7245
0,0.0167328,-8.5506,2.8258,340.7245
0,0.01656323,-8.5779,2.904,340.7245
0,0.01679984,-8.6056,2.9833,340.7245
0,0.01650796,-8.6329,3.0612,340.7245
0,0.01682698,-8.6606,3.1406,340.7245
0,0.01666688,-8.6882,3.2193,340.7245
0,0.01669454,-8.7157,3.2981,340.7245
0,0.01660173,-8.7431,3.3764,340.7245
0,0.0167992,-8.7708,3.4557,340.7245
0,0.01651011,-8.7981,3.5336,340.7245
0,0.01681466,-8.8258,3.613,340.7245
0,0.01657346,-8.8532,3.6912,340.7245
0,0.01681614,-8.881,3.7706,340.7245
0,0.01658892,-8.9083,3.8489,340.7245
0,0.01662024,-8.9358,3.9273,340.7245
0,0.01668427,-8.9633,4.0061,340.7245
0,0.01668967,-8.9909,4.0848,340.7245
0,0.01680437,-9.0186,4.1642,340.7245
0,0.01679778,-9.0463,4.2434,340.7245
0,0.01660659,-9.0737,4.3218,340.7245
0,0.01652376,-9.101,4.3998,340.7245
0,0.0167682,-9.1287,4.4789,340.7245
0,0.01670293,-9.1562,4.5578,340.7245
0,0.01680294,-9.184,4.6371,340.7245
0,0.01650307,-9.2112,4.715,340.7245
0,0.01663258,-9.2387,4.7935,340.7245
0,0.01666572,-9.2662,4.8721,340.7245
0,0.01661359,-9.2936,4.9505,340.7245
0,0.01679264,-9.3213,5.0298,340.7245
0,0.01659792,-9.3487,5.1081,340.7245
0,0.01689503,-9.3766,5.1879,340.7245
0,0.01661295,-9.404,5.2663,340.7245
0,0.01668423,-9.4316,5.345,340.7245
0,0.01670076,-9.4591,5.4238,340.7245
0,0.01659993,-9.4865,5.5022,340.7245
0,0.01670129,-9.5141,5.581,340.7245
0,0.01651862,-9.5414,5.659,340.7245
0,0.01657231,-9.5687,5.7372,340.7245
0,0.01701128,-9.5968,5.8175,340.7245
0,0.01670102,-9.6244,5.8963,340.7245
0,0.01653411,-9.6516,5.9743,340.7245
0,0.016661,-9.6791,6.053,340.7245
0,0.01669697,-9.7067,6.1318,340.7245
0,0.01669707,-9.7343,6.2106,340.7245
0,0.01671687,-9.7619,6.2895,340.7245
0,0.01670825,-9.7894,6.3684,340.7245
0,0.01670418,-9.817,6.4472,340.7245
0,0.01677537,-9.8447,6.5264,340.7245
0,0.01670498,-9.8723,6.6052,340.7245
0,0.01640221,-9.8993,6.6826,340.7245
0,0.01679922,-9.9271,6.7619,340.7245
0,0.01659703,-9.9545,6.8402,340.7245
0,0.01684216,-9.9823,6.9197,340.7245
0,0.01654902,-10.0096,6.9978,340.7245
0,0.01682237,-10.0373,7.0772,340.7245
0,0.01650696,-10.0646,7.1551,340.7245
0,0.01677971,-10.0923,7.2343,340.7245
0,0.01669681,-10.1198,7.3131,340.7245
0,0.01661018,-10.1473,7.3915,340.7245
0,0.0166926,-10.1748,7.4703,340.7245
0,0.01661777,-10.2022,7.5488,340.7245
0,0.01677952,-10.2299,7.6279,340.7245
0,0.01679977,-10.2577,7.7072,340.7245
0,0.0165193,-10.2849,7.7852,340.7245
0,0.01667865,-10.3125,7.8639,340.7245
0,0.01660332,-10.3399,7.9423,340.7245
0,0.01679892,-10.3676,8.0216,340.7245
0,0.01660864,-10.395,8.1,340.7245
0,0.0168354,-10.4228,8.1794,340.7245
0,0.01647414,-10.45,8.2572,340.7245
0,0.01671061,-10.4776,8.336,340.7245
0,0.01658473,-10.5049,8.4143,340.7245
0,0.01670804,-10.5325,8.4932,340.7245
0,0.01669108,-10.5601,8.5719,340.7245
0,0.01678755,-10.5878,8.6512,340.7245
0,0.01670089,-10.6153,8.73,340.7245
0,0.01660098,-10.6427,8.8084,340.7245
0,0.01663032,-10.6702,8.8868,340.7245
0,0.01676843,-10.6979,8.966,340.7245
0,0.01599639,-10.7243,9.0415,340.7245
0,0.01679478,-10.752,9.1208,340.7245
0,0.01678742,-10.7797,9.2,340.7245
0,0.01642106,-10.8068,9.2775,340.7245
0,0.01691942,-10.8347,9.3573,340.7245
0,0.0166052,-10.8621,9.4357,340.7245
0,0.01659218,-10.8895,9.514,340.7245
0,0.01688599,-10.9174,9.5937,340.7245
0,0.01649797,-10.9446,9.6716,340.7245
0,0.01674344,-10.9723,9.7506,340.7245
0,0.01655408,-10.9996,9.8287,340.7245
0,0.01667956,-11.0271,9.9075,340.7245
0,0.01673011,-11.0547,9.9864,340.7245
0,0.01670247,-11.0823,10.0653,340.7245
0,0.01669192,-11.1099,10.144,340.7245
0,0.01690705,-11.1378,10.2238,340.7245
0,0.01659127,-11.1651,10.3021,340.7245
0,0.01650566,-11.1924,10.38,340.7245
0,0.0167173,-11.22,10.4589,340.7245
0,0.01677522,-11.2477,10.5381,340.7245
0,0.01652171,-11.2749,10.6161,340.7245
0,0.01688157,-11.3028,10.6958,340.7245
0,0.01639684,-11.3299,10.7732,340.7245
0,0.01690516,-11.3578,10.853,340.7245
0,0.01660273,-11.3852,10.9313,340.7245
0,0.01669535,-11.4127,11.0101,340.7245
0,0.01669977,-11.4403,11.0889,340.7245
0,0.0167138,-11.4679,11.1678,340.7245
0,0.01651844,-11.4951,11.2458,340.7245
0,0.01714814,-11.5209,11.3276,342.5229
0,0.01650357,-11.5433,11.407,344.2538
0,0.01656017,-11.5633,11.4873,345.9906
0,0.01664517,-11.581,11.5686,347.7363
0,0.01672047,-11.5963,11.6508,349.4899
0,0.01650268,-11.6089,11.7324,351.2206
0,0.01699747,-11.6192,11.8167,353.0033
0,0.01663295,-11.6293,11.8993,353.0033
0,0.01657396,-11.6394,11.9815,353.0033
0,0.0167901,-11.6497,12.0649,353.0033
0,0.01660988,-11.6598,12.1473,353.0033
0,0.01658305,-11.6699,12.2296,353.0033
0,0.01669831,-11.68,12.3125,353.0033
0,0.01670339,-11.6902,12.3954,353.0033
0,0.01659479,-11.7003,12.4777,353.0033
0,0.01670875,-11.7105,12.5606,353.0033
0,0.01627327,-11.7204,12.6414,353.0033
0,0.01701735,-11.7308,12.7259,353.0033
0,0.01690135,-11.7411,12.8097,353.0033
0,0.01660533,-11.7512,12.8921,353.0033
0,0.01659174,-11.7613,12.9745,353.0033
0,0.01670322,-11.7715,13.0574,353.0033
0,0.01670169,-11.7816,13.1403,353.0033
0,0.01669819,-11.7918,13.2231,353.0033
0,0.01662526,-11.8019,13.3056,353.0033
0,0.01686127,-11.8122,13.3893,353.0033
0,0.01601145,-11.822,13.4688,353.0033
0,0.01700326,-11.8323,13.5532,353.0033
0,0.01679913,-11.8425,13.6365,353.0033
0,0.01671455,-11.8425,13.6365,353.0033
0,0.0167028,-11.8425,13.6365,353.0033
0,0.02534685,-11.8425,13.6365,353.0033
0,0.00757813,-11.8425,13.6365,353.0033
0,0.01690337,-11.8425,13.6365,353.0033
0,0.01677156,-11.8425,13.6365,353.0033
0,0.01662454,-11.8425,13.6365,353.0033
0,0.01657347,-11.8425,13.6365,353.0033
0,0.01689324,-11.8425,13.6365,353.0033
0,0.01669374,-11.8425,13.6365,353.0033
0,0.01650106,-11.8425,13.6365,353.0033
0,0.01671397,-11.8425,13.6365,353.0033
0,0.01669145,-11.8425,13.6365,353.0033
0,0.0167921,-11.8425,13.6365,353.0033
0,0.016621,-11.8425,13.6365,353.0033
0,0.01671918,-11.8425,13.6365,353.0033
0,0.01646406,-11.8425,13.6365,353.0033
0,0.01689645,-11.8425,13.6365,353.0033
0,0.01660462,-11.8425,13.6365,353.0033
0,0.01655584,-11.8425,13.6365,353.0033
35,0.01705577,-11.8425,13.6365,353.0033
0,0.01659047,-11.8425,13.6365,353.0033
0,0.01649812,-11.8425,13.6365,353.0033
0,0.01675605,-11.8425,13.6365,353.0033
0,0.01673541,-11.8425,13.6365,353.0033
0,0.01651208,-11.8425,13.6365,353.0033
0,0.0167291,-11.8425,13.6365,353.0033
0,0.01669118,-11.8425,13.6365,353.0033
0,0.01669079,-11.8425,13.6365,353.0033
0,0.01701098,-11.8425,13.6365,353.0033
0,0.0165989,-11.8425,13.6365,353.0033
0,0.01648191,-11.8425,13.6365,353.0033
0,0.01678491,-11.8425,13.6365,353.0033
0,0.01670287,-11.8425,13.6365,353.0033
0,0.01670126,-11.8425,13.6365,353.0033
0,0.01662207,-11.8425,13.6365,353.0033
0,0.01669458,-11.8425,13.6365,353.0033
0,0.01657321,-11.8425,13.6365,353.0033
0,0.01670683,-11.8425,13.6365,353.0033
0,0.01690703,-11.8425,13.6365,353.0033
0,0.01660642,-11.8425,13.6365,353.0033
0,0.0163768,-11.8425,13.6365,353.0033
0,0.01684495,-11.8425,13.6365,353.0033
0,0.01668024,-11.8425,13.6365,353.0033
0,0.01680711,-11.8425,13.6365,353.0033
0,0.01669321,-11.8425,13.6365,353.0033
0,0.01669044,-11.8425,13.6365,353.0033
0,0.01660207,-11.8425,13.6365,353.0033
0,0.01673565,-11.8425,13.6365,353.0033
0,0.01655507,-11.8425,13.6365,353.0033
0,0.01671369,-11.8425,13.6365,353.0033
0,0.0166954,-11.8425,13.6365,353.0033
0,0.01679268,-11.8425,13.6365,353.0033
0,0.01642019,-11.8425,13.6365,353.0033
0,0.01678183,-11.8425,13.6365,353.0033
0,0.01669778,-11.8425,13.6365,353.0033
0,0.01659917,-11.8425,13.6365,353.0033
0,0.01671199,-11.8425,13.6365,353.0033
0,0.01679433,-11.8425,13.6365,353.0033
0,0.01667717,-11.8425,13.6365,353.0033
0,0.01664299,-11.8425,13.6365,353.0033
0,0.01678423,-11.8425,13.6365,353.0033
0,0.0165822,-11.8425,13.6365,353.0033
0,0.01662957,-11.8425,13.6365,353.0033
0,0.01668812,-11.8425,13.6365,353.0033
0,0.01679765,-11.8425,13.6365,353.0033
0,0.01663856,-11.8425,13.6365,353.0033
0,0.0166584,-11.8425,13.6365,353.0033
0,0.01699376,-11.8425,13.6365,353.0033
0,0.0162396,-11.8425,13.6365,353.0033
0,0.01685913,-11.8425,13.6365,353.0033
0,0.01660907,-11.8425,13.6365,353.0033
0,0.01661426,-11.8425,13.6365,353.0033
0,0.01679737,-11.8425,13.6365,353.0033
0,0.01676314,-11.8425,13.6365,353.0033
0,0.01609831,-11.8425,13.6365,353.0033
0,0.01690982,-11.8425,13.6365,353.0033
0,0.01711993,-11.8425,13.6365,353.0033
0,0.01639431,-11.8425,13.6365,353.0033
0,0.01671706,-7.07,-4.8,0
0,0.01671706,-7.07,-4.8,0
0,0.01657692,-7.07,-4.8,0
0,0.01692027,-7.07,-4.8,359.7185
0,0.01650925,-7.07,-4.8,359.4437
0,0.01699165,-7.07,-4.8,359.1608
0,0.01678786,-7.07,-4.8,358.8813
0,0.01650836,-7.07,-4.8,358.6063
0,0.01658669,-7.07,-4.8,358.33
0,0.01679945,-7.07,-4.8,358.05
0,0.01659909,-7.07,-4.8,357.7734
0,0.01680327,-7.07,-4.8,357.4933
0,0.01671631,-7.07,-4.8,357.2146
0,0.01678799,-7.07,-4.8,356.9346
0,0.01651518,-7.07,-4.8,356.6592
0,0.01668211,-7.07,-4.8,356.3809
0,0.01679638,-7.07,-4.8,356.1007
0,0.01660194,-7.07,-4.8,355.8237
0,0.01674278,-7.07,-4.8,355.5443
0,0.01636486,-7.07,-4.8,355.2713
0,0.01689131,-7.07,-4.8,354.9893
0,0.01680066,-7.07,-4.8,354.709
0,0.01654161,-7.07,-4.8,354.4329
0,0.01648262,-7.07,-4.8,354.1577
0,0.01697846,-7.07,-4.8,353.8743
0,0.01661288,-7.07,-4.8,353.597
0,0.01668017,-7.07,-4.8,353.3185
0,0.01670788,-7.07,-4.8,353.0396
0,0.01660359,-7.07,-4.8,352.7625
0,0.01668872,-7.07,-4.8,352.4839
0,0.01662085,-7.07,-4.8,352.2065
0,0.01672871,-7.07,-4.8,351.9272
0,0.01658739,-7.07,-4.8,351.6504
0,0.01676974,-7.07,-4.8,351.3705
0,0.01661422,-7.07,-4.8,351.0933
0,0.01678246,-7.07,-4.8,350.8132
0,0.01662588,-7.07,-4.8,350.5358
0,0.0166878,-7.07,-4.8,350.2574
0,0.01669065,-7.07,-4.8,349.9791
0,0.01679509,-7.07,-4.8,349.6989
0,0.016502,-7.07,-4.8,349.4238
0,0.01680216,-7.07,-4.8,349.1436
0,0.01652626,-7.07,-4.8,348.8682
0,0.01677181,-7.07,-4.8,348.5886
0,0.01639667,-7.07,-4.8,348.3154
0,0.01742082,-7.07,-4.8,348.0252
0,0.01638369,-7.07,-4.8,347.7523
0,0.01660852,-7.07,-4.8,347.4757
0,0.01669744,-7.07,-4.8,347.1978
0,0.01661393,-7.07,-4.8,346.9213
0,0.01670303,-7.07,-4.8,346.9213
0,0.01657208,-7.07,-4.8,346.9213
0,0.01670029,-7.07,-4.8,346.9213
0,0.01670435,-7.07,-4.8,346.9213
12,0.01650265,-7.07,-4.8,346.9213
0,0.01691555,-7.07,-4.8,346.9213
0,0.01636275,-7.07,-4.8,346.9213
0,0.01672198,-7.07,-4.8,346.9213
0,0.01650344,-7.07,-4.8,346.9213
0,0.01699458,-7.07,-4.8,346.9213
0,0.01660498,-7.07,-4.8,346.9213
0,0.01652816,-7.07,-4.8,346.9213
0,0.01646482,-7.07,-4.8,346.9213
0,0.0168296,-7.07,-4.8,346.9213
0,0.01697341,-7.07,-4.8,346.9213
0,0.01671166,-7.07,-4.8,346.9213
0,0.01668878,-7.07,-4.8,346.9213
0,0.01653983,-7.07,-4.8,346.9213
0,0.01685965,-7.07,-4.8,346.9213
0,0.01652059,-7.07,-4.8,346.9213
0,0.01667339,-7.07,-4.8,346.9213
0,0.01670335,-7.07,-4.8,346.9213
0,0.01669303,-7.07,-4.8,346.9213
0,0.01670225,-7.07,-4.8,346.9213
0,0.01659555,-7.07,-4.8,346.9213
0,0.01672501,-7.07,-4.8,346.9213
0,0.01689686,-7.07,-4.8,346.9213
0,0.01658672,-7.07,-4.8,346.9213
0,0.01658337,-7.07,-4.8,346.9213
0,0.01677472,-7.07,-4.8,346.9213
0,0.01634181,-7.07,-4.8,346.9213
0,0.01680257,-7.07,-4.8,346.9213
0,0.01710174,-7.07,-4.8,346.9213
0,0.01631337,-7.07,-4.8,346.9213
0,0.0167621,-7.07,-4.8,346.9213
0,0.01672437,-7.07,-4.8,346.9213
0,0.01653218,-7.07,-4.8,346.9213
0,0.0168025,-7.07,-4.8,346.9213
0,0.01660552,-7.07,-4.8,346.9213
0,0.0167647,-7.07,-4.8,346.9213
0,0.01672368,-7.07,-4.8,346.9213
0,0.01676595,-7.07,-4.8,346.9213
0,0.0165032,-7.07,-4.8,346.9213
0,0.01660497,-7.07,-4.8,346.9213
0,0.01683237,-7.07,-4.8,346.9213
0,0.01666246,-7.07,-4.8,346.9213
0,0.01662882,-7.07,-4.8,346.9213
0,0.01690229,-7.07,-4.8,346.9213
0,0.01650485,-7.07,-4.8,346.9213
0,0.01649443,-7.07,-4.8,346.9213
0,0.01686731,-7.07,-4.8,346.9213
0,0.01660312,-7.07,-4.8,346.9213
0,0.01673402,-7.07,-4.8,346.9213
0,0.01668055,-7.07,-4.8,346.9213
0,0.01667911,-7.07,-4.8,346.9213
0,0.01660452,-7.07,-4.8,346.9213
0,0.01673838,-7.07,-4.8,346.9213
0,0.01669391,-7.07,-4.8,346.9213
0,0.01667723,-7.07,-4.8,346.9213
0,0.01651574,-7.07,-4.8,346.9213
0,0.01687226,-7.07,-4.8,346.9213
0,0.01664325,-7.07,-4.8,346.9213
0,0.01685475,-7.07,-4.8,346.9213
0,0.01627097,-7.07,-4.8,346.9213
0,0.01705592,-7.07,-4.8,346.9213
0,0.01698471,-7.07,-4.8,346.9213
0,0.01610405,-7.07,-4.8,346.9213
0,0.01683786,-7.07,-4.8,346.9213
0,0.016938,-7.07,-4.8,346.9213
0,0.01619191,-7.07,-4.8,346.9213
0,0.01675027,-7.07,-4.8,346.9213
0,0.01687243,-7.07,-4.8,346.9213
0,0.01660192,-7.07,-4.8,346.9213
0,0.01679765,-7.07,-4.8,346.9213
0,0.01670079,-7.07,-4.8,346.9213
0,0.01650287,-7.07,-4.8,346.9213
0,0.01673527,-7.07,-4.8,346.9213
0,0.01685899,-7.07,-4.8,346.9213
0,0.01649967,-7.07,-4.8,346.9213
0,0.01670277,-7.07,-4.8,346.9213
0,0.01673251,-7.07,-4.8,346.9213
0,0.0166678,-7.07,-4.8,346.9213
0,0.01650806,-7.07,-4.8,346.9213
0,0.01678766,-7.07,-4.8,346.9213
0,0.0168035,-7.07,-4.8,346.9213
0,0.01659276,-7.07,-4.8,346.9213
0,0.01670021,-7.07,-4.8,346.9213
0,0.01670974,-7.07,-4.8,346.9213
0,0.01662513,-7.07,-4.8,346.9213
0,0.01677262,-7.07,-4.8,346.9213
0,0.01660886,-7.07,-4.8,346.9213
0,0.01650677,-7.07,-4.8,346.9213
0,0.01698422,-7.07,-4.8,346.9213
0,0.016642,-7.07,-4.8,346.9213
0,0.01647284,-7.07,-4.8,346.9213
0,0.01661371,-7.07,-4.8,346.9213
0,0.01687148,-7.07,-4.8,346.9213
0,0.01682213,-7.07,-4.8,346.9213
0,0.01651317,-7.07,-4.8,346.9213
0,0.0166556,-7.07,-4.8,346.9213
0,0.01670436,-7.07,-4.8,346.9213
0,0.01662017,-7.07,-4.8,346.9213
0,0.01672976,-7.07,-4.8,346.9213
0,0.01692759,-7.07,-4.8,346.9213
0,0.01643145,-7.07,-4.8,346.9213
0,0.01679022,-7.07,-4.8,346.9213
0,0.01664469,-7.07,-4.8,346.9213
0,0.01686831,-7.07,-4.8,346.9213
0,0.01640404,-7.07,-4.8,346.9213
0,0.01652027,-7.07,-4.8,346.9213
0,0.01687899,-7.07,-4.8,346.9213
0,0.01679092,-7.07,-4.8,346.9213
0,0.01669888,-7.07,-4.8,346.9213
0,0.01643329,-7.07,-4.8,346.9213
0,0.0160694,-7.07,-4.8,346.9213
0,0.01669766,-7.07,-4.8,346.9213
0,0.0167958,-7.07,-4.8,346.9213
0,0.01694973,-7.07,-4.8,346.9213
0,0.01627666,-7.07,-4.8,346.9213
0,0.01676817,-7.07,-4.8,346.9213
0,0.01672406,-7.07,-4.8,346.9213
0,0.01678547,-7.07,-4.8,346.9213
0,0.01661633,-7.07,-4.8,346.9213
0,0.01671806,-7.07,-4.8,347.194
0,0.01676364,-7.07,-4.8,347.4676
0,0.01683377,-7.07,-4.8,347.7424
0,0.01697506,-7.07,-4.8,348.0195
0,0.01601714,-7.07,-4.8,348.2811
0,0.01718641,-7.07,-4.8,348.5619
0,0.01648365,-7.07,-4.8,348.8311
0,0.016809,-7.07,-4.8,349.1058
0,0.01652137,-7.07,-4.8,349.3759
0,0.01678286,-7.07,-4.8,349.6502
0,0.01658124,-7.07,-4.8,349.9213
0,0.01660501,-7.07,-4.8,350.1928
0,0.01671609,-7.07,-4.8,350.4662
0,0.01666997,-7.07,-4.8,350.7389
0,0.01695936,-7.07,-4.8,351.0163
0,0.01644869,-7.07,-4.8,351.2854
0,0.01662069,-7.07,-4.8,351.5573
0,0.01658835,-7.07,-4.8,351.8287
0,0.01700489,-7.07,-4.8,352.107
0,0.01679513,-7.07,-4.8,352.3818
0,0.01654901,-7.07,-4.8,352.6526
0,0.01644951,-7.07,-4.8,352.9218
0,0.01681986,-7.07,-4.8,353.1971
0,0.01651423,-7.07,-4.8,353.4674
0,0.01701929,-7.07,-4.8,353.7459
0,0.01639376,-7.07,-4.8,354.0142
0,0.01676425,-7.07,-4.8,354.2886
0,0.0166932,-7.07,-4.8,354.5618
0,0.01669756,-7.07,-4.8,354.835
0,0.0167439,-7.07,-4.8,355.109
0,0.0166351,-7.07,-4.8,355.3812
0,0.01652522,-7.07,-4.8,355.6516
0,0.01669509,-7.07,-4.8,355.9247
0,0.01661202,-7.07,-4.8,356.1964
0,0.01703527,-7.07,-4.8,356.475
0,0.01665442,-7.07,-4.8,356.7474
0,0.0165166,-7.07,-4.8,357.0175
0,0.01678144,-7.07,-4.8,357.2918
0,0.01649917,-7.07,-4.8,357.5616
0,0.01664144,-7.07,-4.8,357.8335
0,0.01691084,-7.07,-4.8,358.1099
0,0.01658211,-7.07,-4.8,358.3808
0,0.01666657,-7.07,-4.8,358.653
0,0.01659798,-7.07,-4.8,358.9241
0,0.0168422,-7.07,-4.8,359.1991
0,0.01697605,-7.07,-4.8,359.4762
0,0.01637633,-7.07,-4.8,359.7434
0,0.01653716,-7.07,-4.8,359.7434
0,0.01648675,-7.07,-4.8,359.7434
0,0.01683383,-7.07,-4.8,359.7434
0,0.01676618,-7.07,-4.8,359.7434
0,0.01641091,-7.07,-4.8,359.7434
0,0.01669223,-7.07,-4.8,359.7434
0,0.01678139,-7.07,-4.8,359.7434
0,0.01674497,-7.07,-4.8,359.7434
0,0.0170047,-7.07,-4.8,359.7434
0,0.01625668,-7.07,-4.8,359.7434
0,0.01669117,-7.07,-4.8,359.7434
0,0.0165996,-7.07,-4.8,359.7434
0,0.01684044,-7.07,-4.8,359.7434
0,0.01699504,-7.07,-4.8,359.7434
22,0.0161625,-7.07,-4.8,359.7434
0,0.01651128,-7.07,-4.8,359.7434
0,0.01697487,-7.0677,-3.8202,1.5237
0,0.01708997,-7.0628,-3.7349,3.316
0,0.01636967,-7.0556,-3.6534,5.0328
0,0.01685698,-7.0456,-3.5697,6.8008
0,0.016614,-7.0333,-3.4875,8.5432
0,0.01660403,-7.0185,-3.4058,10.2846
0,0.01694472,-7.0008,-3.323,12.0617
0,0.01665788,-6.9809,-3.2421,13.8087
0,0.01649183,-6.9588,-3.1627,15.5384
0,0.01668672,-6.934,-3.083,17.2884
0,0.01650714,-6.9071,-3.005,19.0197
0,0.01720647,-6.8765,-2.9246,20.8242
0,0.01643325,-6.845,-2.8487,22.5477
0,0.01655633,-6.811,-2.7732,24.2841
0,0.01669767,-6.7743,-2.6982,26.0353
0,0.01649975,-6.7359,-2.6252,27.7657
0,0.01699502,-6.694,-2.5513,29.5481
0,0.01659171,-6.6509,-2.4804,31.2882
0,0.01672527,-6.6053,-2.4103,33.0423
0,0.01668961,-6.5577,-2.3417,34.7927
0,0.01659352,-6.5083,-2.2751,36.533
0,0.01674128,-6.4564,-2.2094,38.2888
0,0.01670367,-6.4027,-2.1454,40.0406
0,0.01643121,-6.348,-2.0842,41.7639
0,0.0168316,-6.29,-2.0231,43.5291
0,0.01659918,-6.2311,-1.9647,45.27
0,0.01700277,-6.1688,-1.9068,47.0532
0,0.01628851,-6.1076,-1.8531,48.7615
0,0.01679189,-6.0445,-1.7978,48.7615
0,0.01683657,-5.9812,-1.7423,48.7615
0,0.01651264,-5.9191,-1.6879,48.7615
0,0.01700225,-5.8551,-1.6318,48.7615
0,0.01654488,-5.7929,-1.5773,48.7615
0,0.01651573,-5.7308,-1.5229,48.7615
0,0.01664031,-5.6683,-1.468,48.7615
0,0.01701509,-5.6061,-1.41,46.977
0,0.01644738,-5.5477,-1.3521,45.2521
0,0.01681969,-5.4898,-1.2911,43.4881
0,0.01638132,-5.4352,-1.23,41.77
0,0.01679255,-5.3813,-1.1657,40.0089
0,0.0166048,-5.3298,-1.1005,38.2674
0,0.01679779,-5.2799,-1.033,36.5057
0,0.01650809,-5.2328,-0.9652,34.7744
0,0.01694263,-5.1867,-0.8941,32.9975
0,0.01646247,-5.1439,-0.8238,31.2709
0,0.01680837,-5.1025,-0.7506,29.5081
0,0.01668734,-5.0637,-0.6768,27.758
0,0.01659314,-5.0273,-0.6022,26.0177
0,0.01669752,-4.993,-0.5261,24.2665
0,0.01660218,-4.9612,-0.4494,22.5254
0,0.01674916,-4.9315,-0.3711,20.7687
0,0.01694483,-4.9014,-0.2919,20.7687
0,0.01649052,-4.8722,-0.2148,20.7687
0,0.01672121,-4.8425,-0.1366,20.7687
0,0.01659743,-4.8131,-0.059,20.7687
0,0.01661756,-4.7837,0.0186,20.7687
0,0.01637814,-4.7546,0.0952,20.7687
0,0.01689283,-4.7247,0.1742,20.7687
0,0.01681017,-4.6949,0.2528,20.7687
0,0.01670297,-4.6652,0.3309,20.7687
0,0.0167021,-4.6356,0.4089,20.7687
0,0.01662033,-4.6062,0.4866,20.7687
0,0.01668017,-4.5766,0.5646,20.7687
0,0.01660711,-4.5472,0.6423,20.7687
0,0.0169942,-4.517,0.7217,20.7687
0,0.01640832,-4.4879,0.7984,20.7687
0,0.0162888,-4.459,0.8746,20.7687
0,0.01709645,-4.4287,0.9545,20.7687
0,0.01652564,-4.3994,1.0318,20.7687
0,0.01688242,-4.3695,1.1107,20.7687
0,0.01641733,-4.3404,1.1874,20.7687
0,0.01687287,-4.3105,1.2663,20.7687
0,0.01660247,-4.281,1.3439,20.7687
0,0.01679593,-4.2513,1.4225,20.7687
0,0.01670234,-4.2217,1.5006,20.7687
0,0.01659873,-4.1922,1.5782,20.7687
0,0.01681584,-4.1624,1.6568,20.7687
0,0.01679831,-4.1326,1.7353,20.7687
0,0.0165375,-4.1033,1.8126,20.7687
0,0.01689477,-4.0758,1.8925,18.9969
0,0.016378,-4.0515,1.9707,17.2792
