Version:,Taxi,Continuous/Discontinuous,v4.1.8942.21304,,,
0,0.0166375,-9.4267,9.2861,255.4519,0,0
0,0.0165821,-9.4267,9.2861,255.4519,0,0
0,0.01669943,-9.4267,9.2861,255.4519,0,0
0,0.01670476,-9.4267,9.2861,255.4519,0,0
0,0.0166978,-9.4267,9.2861,255.4519,0,0
0,0.01666948,-9.4267,9.2861,255.4519,0,0
36,0.01707744,-9.4267,9.2861,255.4519,6,3
0,0.0162512,-9.4267,9.2861,255.4519,0,0
0,0.01678947,-9.4267,9.2861,255.4519,0,0
0,0.01679164,-9.4267,9.2861,255.4519,0,0
0,0.01641868,-9.4267,9.2861,255.4519,0,0
0,0.01678561,-9.4267,9.2861,255.4519,0,0
0,0.01682156,-9.4267,9.2861,255.4519,0,0
0,0.01683943,-9.4267,9.2861,255.4519,0,0
0,0.01634936,-9.4267,9.2861,255.4519,0,0
0,0.01685027,-9.4267,9.2861,255.4519,0,0
14,0.01653359,-9.4267,9.2861,255.4519,4,1
0,0.01690679,-9.4267,9.2861,255.4519,0,0
0,0.0164347,-9.4267,9.2861,255.4519,0,0
0,0.01679412,-9.4267,9.2861,255.4519,0,0
0,0.01687441,-9.4267,9.2861,255.4519,0,0
0,0.01640341,-9.4267,9.2861,255.4519,0,0
0,0.01662694,-9.4267,9.2861,255.4519,0,0
0,0.01658948,-9.4267,9.2861,255.4519,0,0
0,0.01677298,-9.4267,9.2861,255.4519,0,0
0,0.0166956,-9.4267,9.2861,255.4519,0,0
0,0.0167239,-9.4267,9.2861,255.4519,0,0
0,0.01647637,-9.4267,9.2861,255.4519,0,0
0,0.01691597,-9.4267,9.2861,255.4519,0,0
0,0.0167503,-9.4267,9.2861,255.4519,0,0
0,0.01646081,-9.4267,9.2861,255.4519,0,0
0,0.01668912,-9.4267,9.2861,255.4519,0,0
0,0.01672212,-9.4267,9.2861,255.4519,0,0
0,0.01712959,-9.4267,9.2861,255.4519,0,0
0,0.01639267,-9.4267,9.2861,255.4519,0,0
0,0.01639432,-9.4267,9.2861,255.4519,0,0
0,0.01695152,-9.4267,9.2861,255.4519,0,0
0,0.01662255,-9.4267,9.2861,255.4519,0,0
0,0.01649087,-9.4267,9.2861,255.4519,0,0
0,0.01670503,-9.4267,9.2861,255.4519,0,0
0,0.01679133,-9.4267,9.2861,255.4519,0,0
0,0.01661984,-9.4267,9.2861,255.4519,0,0
0,0.01668807,-9.4267,9.2861,255.4519,0,0
0,0.01681484,-9.4267,9.2861,255.4519,0,0
0,0.016378,-9.4267,9.2861,255.4519,0,0
0,0.01681371,-9.4267,9.2861,255.4519,0,0
0,0.01680421,-9.4267,9.2861,255.4519,0,0
0,0.01658416,-9.4267,9.2861,255.4519,0,0
0,0.01671059,-9.4267,9.2861,255.4519,0,0
0,0.01671213,-9.4267,9.2861,255.4519,0,0
0,0.01670332,-9.4267,9.2861,255.4519,0,0
0,0.01668411,-9.4267,9.2861,255.4519,0,0
0,0.01679384,-9.4267,9.2861,255.4519,0,0
0,0.01649601,-9.4267,9.2861,255.4519,0,0
0,0.01684003,-9.4267,9.2861,255.4519,0,0
0,0.01658118,-9.4267,9.2861,255.4519,0,0
0,0.01679722,-9.4267,9.2861,255.4519,0,0
0,0.01652157,-9.4267,9.2861,255.4519,0,0
0,0.01679027,-9.4267,9.2861,255.4519,0,0
0,0.01675275,-9.4267,9.2861,255.4519,0,0
0,0.01671015,-9.4267,9.2861,255.4519,0,0
0,0.01669421,-9.4267,9.2861,255.4519,0,0
0,0.01640148,-9.4267,9.2861,255.4519,0,0
0,0.01699513,-9.4267,9.2861,255.4519,0,0
0,0.01631204,-9.4267,9.2861,255.4519,0,0
0,0.01671973,-9.4267,9.2861,255.4519,0,0
0,0.01678455,-9.4267,9.2861,255.4519,0,0
0,0.01668242,-9.4267,9.2861,255.4519,0,0
0,0.01659998,-9.4267,9.2861,255.4519,0,0
0,0.01680722,-9.4267,9.2861,255.4519,0,0
0,0.01667257,-9.4267,9.2861,255.4519,0,0
0,0.01655857,-9.4267,9.2861,255.4519,0,0
0,0.01671365,-9.4267,9.2861,255.4519,0,0
0,0.01681506,-9.4267,9.2861,255.4519,0,0
0,0.01655395,-9.4267,9.2861,255.4519,0,0
0,0.01664408,-9.4267,9.2861,255.4519,0,0
0,0.01675691,-9.4267,9.2861,255.4519,0,0
0,0.01659466,-9.4267,9.2861,255.4519,0,0
0,0.01670093,-9.4267,9.2861,255.4519,0,0
0,0.01668674,-9.4267,9.2861,255.4519,0,0
0,0.01671359,-9.4267,9.2861,255.4519,0,0
0,0.01670006,-9.4267,9.2861,255.4519,0,0
0,0.01669874,-9.4267,9.2861,255.4519,0,0
0,0.01660514,-9.4267,9.2861,255.4519,0,0
0,0.01659402,-9.4267,9.2861,255.4519,0,0
0,0.01715924,-9.4267,9.2861,255.4519,0,0
0,0.01634532,-9.4267,9.2861,255.4519,0,0
0,0.01659665,-9.4267,9.2861,255.4519,0,0
0,0.01698054,-9.4267,9.2861,255.4519,0,0
0,0.01644673,-9.4267,9.2861,255.4519,0,0
0,0.01677435,-9.4267,9.2861,255.4519,0,0
0,0.0166012,-9.4267,9.2861,255.4519,0,0
0,0.01659358,-9.4267,9.2861,255.4519,0,0
0,0.01681586,-9.4267,9.2861,255.4519,0,0
0,0.01658691,-9.4267,9.2861,255.4519,0,0
0,0.01660054,-9.4267,9.2861,255.4519,0,0
0,0.0169911,-9.4267,9.2861,255.4519,0,0
0,0.01651043,-9.4267,9.2861,255.4519,0,0
0,0.01698324,-9.4267,9.2861,255.4519,0,0
0,0.0164364,-9.4267,9.2861,255.4519,0,0
0,0.01669152,-9.4267,9.2861,255.4519,0,0
0,0.01693027,-9.4267,9.2861,255.4519,0,0
0,0.01634351,-9.4267,9.2861,255.4519,0,0
0,0.01671114,-9.4267,9.2861,255.4519,0,0
0,0.01659913,-9.4267,9.2861,255.4519,0,0
0,0.01671059,-9.4267,9.2861,255.4519,0,0
0,0.01677176,-9.4267,9.2861,255.4519,0,0
0,0.01675767,-9.4267,9.2861,255.4519,0,0
0,0.01656727,-9.4267,9.2861,255.4519,0,0
0,0.01659586,-9.4267,9.2861,255.4519,0,0
0,0.01659577,-9.4267,9.2861,255.4519,0,0
0,0.01679972,-9.4267,9.2861,255.4519,0,0
0,0.01670386,-9.4267,9.2861,255.4519,0,0
0,0.01669444,-9.4267,9.2861,255.4519,0,0
0,0.01660265,-9.4267,9.2861,255.4519,0,0
0,0.01678707,-9.4267,9.2861,255.4519,0,0
0,0.01664162,-9.4267,9.2861,255.4519,0,0
0,0.01688085,-9.4267,9.2861,255.4519,0,0
0,0.01639386,-9.4267,9.2861,255.4519,0,0
0,0.01670464,-9.4267,9.2861,255.4519,0,0
0,0.01670133,-9.4267,9.2861,255.4519,0,0
0,0.01660053,-9.4267,9.2861,255.4519,0,0
0,0.016826,-9.4267,9.2861,255.4519,0,0
0,0.01656541,-9.4267,9.2861,255.4519,0,0
0,0.01679189,-9.4267,9.2861,255.4519,0,0
0,0.01650757,-9.4267,9.2861,255.4519,0,0
0,0.01688864,-9.4267,9.2861,255.4519,0,0
0,0.01642056,-9.4267,9.2861,255.4519,0,0
0,0.01689986,-9.4267,9.2861,255.4519,0,0
0,0.01650065,-9.4267,9.2861,255.4519,0,0
0,0.01689576,-9.4267,9.2861,255.4519,0,0
0,0.01659768,-9.4267,9.2861,255.4519,0,0
0,0.01659619,-9.4267,9.2861,255.4519,0,0
0,0.0168849,-9.4267,9.2861,255.4519,0,0
0,0.01642346,-9.4267,9.2861,255.4519,0,0
0,0.01669039,-9.4267,9.2861,255.4519,0,0
0,0.01680809,-9.4267,9.2861,255.4519,0,0
0,0.01671718,-9.4267,9.2861,255.4519,0,0
0,0.01668749,-9.4267,9.2861,255.4519,0,0
0,0.01649046,-9.4267,9.2861,255.4519,0,0
0,0.01691011,-9.4267,9.2861,255.4519,0,0
0,0.0164901,-9.4267,9.2861,255.4519,0,0
0,0.01678516,-9.4267,9.2861,255.4519,0,0
0,0.01674186,-9.4267,9.2861,255.4519,0,0
0,0.01667503,-9.4267,9.2861,255.4519,0,0
0,0.01673703,-9.4267,9.2861,255.4519,0,0
0,0.01670256,-9.4267,9.2861,255.4519,0,0
0,0.01666904,-9.4267,9.2861,255.4519,0,0
0,0.0167784,-9.4267,9.2861,255.4519,0,0
0,0.01651375,-9.4267,9.2861,255.4519,0,0
0,0.01659534,-9.4267,9.2861,255.4519,0,0
0,0.01659821,-9.4267,9.2861,255.4519,0,0
0,0.01692502,-9.4267,9.2861,255.4519,0,0
0,0.01666891,-9.4267,9.2861,255.4519,0,0
0,0.01651571,-9.4267,9.2861,255.4519,0,0
0,0.01670801,-9.4267,9.2861,255.4519,0,0
0,0.01659275,-9.4267,9.2861,255.4519,0,0
0,0.01689808,-9.4267,9.2861,255.4519,0,0
0,0.01659885,-9.4267,9.2861,255.4519,0,0
0,0.01669913,-9.4267,9.2861,255.4519,0,0
0,0.01661011,-9.4267,9.2861,255.4519,0,0
0,0.01668714,-9.4267,9.2861,255.4519,0,0
0,0.01698045,-9.4267,9.2861,255.4519,0,0
0,0.01632229,-9.4267,9.2861,255.4519,0,0
0,0.0166937,-9.4267,9.2861,255.4519,0,0
0,0.01660037,-9.4267,9.2861,255.4519,0,0
0,0.01679367,-9.4267,9.2861,255.4519,0,0
0,0.0167483,-9.4267,9.2861,255.4519,0,0
0,0.01680814,-9.4267,9.2861,255.4519,0,0
0,0.01658062,-9.4267,9.2861,255.4519,0,0
0,0.01676214,-9.4267,9.2861,255.4519,0,0
0,0.01676131,-9.4267,9.2861,255.4519,0,0
0,0.01681378,-9.4267,9.2861,255.4519,0,0
0,0.01652555,-9.4267,9.2861,255.4519,0,0
0,0.01659511,-9.4267,9.2861,255.4519,0,0
0,0.01651319,-9.4267,9.2861,255.4519,0,0
0,0.01669738,-9.4267,9.2861,255.4519,0,0
0,0.01663951,-9.4267,9.2861,255.4519,0,0
0,0.01676835,-9.4267,9.2861,255.4519,0,0
0,0.01659481,-9.4267,9.2861,255.4519,0,0
0,0.01670032,-9.4267,9.2861,255.4519,0,0
0,0.01669894,-9.4267,9.2861,255.4519,0,0
0,0.01670898,-9.4267,9.2861,255.4519,0,0
0,0.01659283,-9.4267,9.2861,255.4519,0,0
0,0.01670887,-9.4267,9.2861,255.4519,0,0
0,0.01670098,-9.4267,9.2861,255.4519,0,0
0,0.016727,-9.4267,9.2861,255.4519,0,0
0,0.01658987,-9.4267,9.2861,255.4519,0,0
0,0.0169391,-9.4267,9.2861,255.4519,0,0
0,0.01643132,-9.4267,9.2861,255.4519,0,0
0,0.01671712,-9.4267,9.2861,255.4519,0,0
0,0.01680111,-9.4267,9.2861,255.4519,0,0
0,0.01658353,-9.4267,9.2861,255.4519,0,0
0,0.01670807,-9.4267,9.2861,255.4519,0,0
0,0.01669653,-9.4267,9.2861,255.4519,0,0
0,0.01659961,-9.4267,9.2861,255.4519,0,0
24,0.01670357,-9.4267,9.2861,255.4519,4,2
0,0.01680278,-9.4267,9.2861,255.4519,0,0
0,0.0165061,-9.4267,9.2861,255.4519,0,0
0,0.01681622,-9.4267,9.2861,255.4519,0,0
0,0.01692216,-9.4267,9.2861,253.7112,0,0
0,0.01664241,-9.4267,9.2861,251.9994,0,0
0,0.01667457,-9.4267,9.2861,250.2842,0,0
0,0.01655868,-9.4267,9.2861,248.581,0,0
0,0.01668087,-9.4267,9.2861,246.8652,0,0
0,0.01659984,-9.4267,9.2861,245.1577,0,0
0,0.01701394,-9.4267,9.2861,243.4076,0,0
0,0.01627452,-9.4267,9.2861,241.7336,0,0
0,0.01682688,-9.4267,9.2861,240.0027,0,0
0,0.01673039,-9.4267,9.2861,238.2818,0,0
0,0.01681982,-9.4267,9.2861,236.5517,0,0
0,0.01659187,-9.4267,9.2861,234.845,0,0
0,0.01671257,-9.4267,9.2861,233.126,0,0
0,0.01652325,-9.4267,9.2861,231.4264,0,0
0,0.01673172,-9.4267,9.2861,229.7053,0,0
0,0.01690076,-9.4267,9.2861,227.9669,0,0
0,0.01664876,-9.4267,9.2861,226.2544,0,0
0,0.0165779,-9.4267,9.2861,224.5491,0,0
0,0.01610671,-9.4267,9.2861,222.8924,0,0
0,0.01655117,-9.4267,9.2861,221.1899,0,0
0,0.01658623,-9.4267,9.2861,219.4838,0,0
0,0.01682576,-9.4267,9.2861,217.7531,0,0
0,0.01669936,-9.4267,9.2861,216.0354,0,0
0,0.01656648,-9.4267,9.2861,214.3313,0,0
0,0.01697403,-9.4267,9.2861,212.5853,0,0
0,0.01643006,-9.4267,9.2861,210.8953,0,0
0,0.01669819,-9.4267,9.2861,209.1777,0,0
0,0.01676799,-9.4267,9.2861,207.4529,0,0
0,0.01666063,-9.4267,9.2861,205.7392,0,0
0,0.01673337,-9.4267,9.2861,204.018,0,0
0,0.01673693,-9.4267,9.2861,202.2964,0,0
0,0.01684658,-9.4267,9.2861,200.5636,0,0
0,0.01637801,-9.4267,9.2861,198.8789,0,0
0,0.01672308,-9.4267,9.2861,197.1587,0,0
0,0.01684383,-9.4267,9.2861,195.4261,0,0
0,0.01696178,-9.4267,9.2861,193.6814,0,0
0,0.01624135,-9.4267,9.2861,192.0108,0,0
0,0.01687383,-9.4342,9.2446,190.2751,0,0
0,0.01655009,-9.4404,9.2037,188.5728,0,0
0,0.01665622,-9.4454,9.1623,186.8595,0,0
0,0.01655937,-9.4491,9.1211,185.1562,0,0
0,0.01684358,-9.4516,9.0791,183.4236,0,0
0,0.0165822,-9.4529,9.0376,181.718,0,0
0,0.01653642,-9.4529,8.9963,180.017,0,0
0,0.01681536,-9.4516,8.9543,178.2873,0,0
0,0.01672246,-9.4491,8.9126,176.5672,0,0
0,0.01674487,-9.4453,8.8709,174.8448,0,0
0,0.01670032,-9.4404,8.8294,173.127,0,0
0,0.01655741,-9.4342,8.7885,171.4239,0,0
0,0.01672542,-9.4267,8.7474,169.7035,0,0
0,0.01682103,-9.4179,8.7062,167.9733,0,0
0,0.01646172,-9.4082,8.6663,166.28,0,0
0,0.01683092,-9.397,8.6257,164.5487,0,0
0,0.01673617,-9.3846,8.5858,162.8272,0,0
0,0.01656041,-9.3712,8.5466,161.1238,0,0
0,0.01659785,-9.3566,8.5077,159.4165,0,0
0,0.01693346,-9.3406,8.4686,157.6747,0,0
0,0.01640948,-9.3239,8.4311,155.9868,0,0
0,0.01669184,-9.3058,8.3935,154.2699,0,0
0,0.01676545,-9.2864,8.3563,152.5453,0,0
0,0.01667506,-9.2661,8.32,150.8301,0,0
0,0.01689232,-9.2444,8.2837,149.0926,0,0
0,0.01639519,-9.2224,8.2492,147.4061,0,0
0,0.01675568,-9.1987,8.2146,145.6826,0,0
0,0.01680592,-9.174,8.1806,143.9539,0,0
0,0.01673409,-9.1484,8.1476,142.2326,0,0
0,0.01639208,-9.1224,8.1159,140.5465,0,0
0,0.01683603,-9.0947,8.0843,138.8147,0,0
0,0.01690631,-9.0659,8.0533,137.0757,0,0
0,0.016518,-9.0369,8.0239,135.3767,0,0
0,0.01659282,-9.0069,7.9953,133.6699,0,0
0,0.01673633,-8.9758,7.9673,131.9484,0,0
0,0.01683633,-8.9436,7.9402,130.2166,0,0
0,0.01661463,-8.9111,7.9143,128.5076,0,0
0,0.01649286,-8.8781,7.8896,126.8111,0,0
0,0.01681661,-8.8437,7.8654,125.0813,0,0
0,0.01659549,-8.8091,7.8426,123.3743,0,0
0,0.01689531,-8.7731,7.8205,121.6364,0,0
0,0.01653853,-8.7373,7.7998,119.9352,0,0
0,0.01668479,-8.7006,7.7801,118.219,0,0
0,0.01659096,-8.6634,7.7616,116.5124,0,0
0,0.01670527,-8.6255,7.7441,114.7941,0,0
0,0.01701185,-8.5864,7.7274,113.0442,0,0
0,0.01644701,-8.5481,7.7125,111.3525,0,0
0,0.01647799,-8.5093,7.6986,109.6575,0,0
0,0.01675208,-8.4695,7.6857,107.9344,0,0
0,0.01653691,-8.4298,7.6742,106.2334,0,0
0,0.01680272,-8.3891,7.6637,104.505,0,0
0,0.01707128,-8.3475,7.6542,102.749,0,0
0,0.01646486,-8.3071,7.6463,101.0554,0,0
0,0.01639271,-8.2669,7.6385,101.0554,0,0
0,0.01695776,-8.2253,7.6304,101.0554,0,0
0,0.01673649,-8.1842,7.6223,101.0554,0,0
0,0.01644554,-8.1439,7.6145,101.0554,0,0
0,0.01680078,-8.1027,7.6064,101.0554,0,0
0,0.0166209,-8.0619,7.5984,101.0554,0,0
0,0.01667285,-8.021,7.5904,101.0554,0,0
0,0.01691485,-7.9795,7.5823,101.0554,0,0
0,0.01635086,-7.9394,7.5745,101.0554,0,0
0,0.01683055,-7.8981,7.5664,101.0554,0,0
0,0.01664211,-7.8573,7.5584,101.0554,0,0
0,0.01663775,-7.8165,7.5505,101.0554,0,0
0,0.01690827,-7.775,7.5424,101.0554,0,0
0,0.01669036,-7.734,7.5344,101.0554,0,0
0,0.01642635,-7.6937,7.5265,101.0554,0,0
0,0.01667648,-7.6528,7.5185,101.0554,0,0
0,0.01670213,-7.6119,7.5105,101.0554,0,0
0,0.01693612,-7.5701,7.5036,99.3134,0,0
0,0.0164519,-7.5293,7.4982,97.6211,0,0
0,0.01659841,-7.4881,7.4939,95.9138,0,0
0,0.01685114,-7.446,7.4908,94.1804,0,0
0,0.0167498,-7.4043,7.4878,94.1804,0,0
0,0.01663218,-7.3628,7.4848,94.1804,0,0
0,0.01659188,-7.3215,7.4817,94.1804,0,0
0,0.01671699,-7.2798,7.4787,94.1804,0,0
0,0.01656344,-7.2385,7.4757,94.1804,0,0
0,0.01684878,-7.1965,7.4726,94.1804,0,0
0,0.01655494,-7.1552,7.4696,94.1804,0,0
0,0.0165487,-7.114,7.4666,94.1804,0,0
0,0.01686761,-7.0719,7.4635,94.1804,0,0
0,0.01672808,-7.0302,7.4605,94.1804,0,0
0,0.01656283,-6.9889,7.4574,94.1804,0,0
0,0.01698546,-6.9466,7.4543,94.1804,0,0
0,0.01629656,-6.9059,7.4514,94.1804,0,0
0,0.01671614,-6.8643,7.4483,94.1804,0,0
0,0.01683606,-6.8223,7.4453,94.1804,0,0
0,0.01652083,-6.7811,7.4422,94.1804,0,0
0,0.0167269,-6.7394,7.4392,94.1804,0,0
0,0.01684655,-6.6974,7.4361,94.1804,0,0
0,0.01660085,-6.656,7.4331,94.1804,0,0
0,0.01669844,-6.6144,7.4301,94.1804,0,0
0,0.0165418,-6.5732,7.427,94.1804,0,0
0,0.01669969,-6.5315,7.424,94.1804,0,0
0,0.01674337,-6.4898,7.421,94.1804,0,0
0,0.0168276,-6.4478,7.4192,92.4495,0,0
0,0.0166819,-6.4061,7.4186,90.7336,0,0
0,0.01644075,-6.365,7.4193,89.0425,0,0
0,0.01687742,-6.3228,7.42,89.0425,0,0
0,0.01662283,-6.2813,7.4207,89.0425,0,0
0,0.01638925,-6.2403,7.4214,89.0425,0,0
0,0.01682039,-6.1983,7.4221,89.0425,0,0
0,0.01685696,-6.1561,7.4228,89.0425,0,0
0,0.01656719,-6.1147,7.4235,89.0425,0,0
0,0.01671826,-6.0729,7.4242,89.0425,0,0
0,0.01654428,-6.0316,7.4249,89.0425,0,0
0,0.01673298,-5.9898,7.4256,89.0425,0,0
0,0.01665593,-5.9481,7.4263,89.0425,0,0
0,0.0165969,-5.9067,7.427,89.0425,0,0
0,0.01687854,-5.8645,7.4277,89.0425,0,0
0,0.01668737,-5.8228,7.4284,89.0425,0,0
0,0.01671564,-5.781,7.4291,89.0425,0,0
0,0.01653508,-5.7397,7.4298,89.0425,0,0
0,0.0167496,-5.6978,7.4305,89.0425,0,0
0,0.01671406,-5.656,7.4312,89.0425,0,0
0,0.01668521,-5.6143,7.4319,89.0425,0,0
0,0.01653606,-5.573,7.4325,89.0425,0,0
0,0.01674652,-5.5311,7.4332,89.0425,0,0
0,0.01684193,-5.4891,7.4339,89.0425,0,0
0,0.0164296,-5.448,7.4346,89.0425,0,0
0,0.01701649,-5.4055,7.4353,89.0425,0,0
0,0.01653043,-5.3641,7.436,89.0425,0,0
0,0.01672049,-5.3224,7.4367,89.0425,0,0
0,0.01657631,-5.2809,7.4374,89.0425,0,0
0,0.01653653,-5.2396,7.4381,89.0425,0,0
0,0.01671226,-5.1978,7.4388,89.0425,0,0
0,0.0166117,-5.1563,7.4395,89.0425,0,0
0,0.01686982,-5.1142,7.4402,89.0425,0,0
0,0.01652651,-5.0728,7.4409,89.0425,0,0
0,0.01668137,-5.0312,7.4416,89.0425,0,0
0,0.0168561,-4.989,7.4423,89.0425,0,0
0,0.0165609,-4.9476,7.443,89.0425,0,0
0,0.01659391,-4.9062,7.4437,89.0425,0,0
0,0.01670884,-4.8644,7.4444,89.0425,0,0
0,0.01682966,-4.8223,7.4451,89.0425,0,0
0,0.01657531,-4.7809,7.4458,89.0425,0,0
0,0.01675773,-4.739,7.4465,89.0425,0,0
0,0.01662235,-4.6975,7.4472,89.0425,0,0
0,0.01657591,-4.6561,7.4479,89.0425,0,0
0,0.01688978,-4.6139,7.4486,89.0425,0,0
0,0.01669526,-4.5721,7.4493,89.0425,0,0
0,0.01669411,-4.5304,7.45,89.0425,0,0
0,0.01654294,-4.4891,7.4507,89.0425,0,0
0,0.01666304,-4.4474,7.4514,89.0425,0,0
0,0.01701736,-4.4049,7.4521,89.0425,0,0
0,0.01648489,-4.3637,7.4528,89.0425,0,0
0,0.01669748,-4.3219,7.4535,89.0425,0,0
0,0.01672613,-4.2801,7.4542,89.0425,0,0
0,0.01665228,-4.2385,7.4548,89.0425,0,0
0,0.01645689,-4.1974,7.4555,89.0425,0,0
0,0.01679202,-4.1554,7.4562,89.0425,0,0
0,0.01659547,-4.1139,7.4569,89.0425,0,0
0,0.0167284,-4.0721,7.4576,89.0425,0,0
0,0.01673434,-4.0303,7.4583,89.0425,0,0
0,0.01683109,-3.9883,7.459,89.0425,0,0
0,0.01645543,-3.9471,7.4597,89.0425,0,0
0,0.01685793,-3.905,7.4604,89.0425,0,0
0,0.01651659,-3.8637,7.4611,89.0425,0,0
0,0.01671563,-3.8219,7.4618,89.0425,0,0
0,0.01673331,-3.7801,7.4625,89.0425,0,0
0,0.01670031,-3.7384,7.4632,89.0425,0,0
0,0.01679938,-3.6964,7.4639,89.0425,0,0
0,0.0163476,-3.6555,7.4646,89.0425,0,0
0,0.01686272,-3.6134,7.4653,89.0425,0,0
0,0.01671269,-3.5716,7.466,89.0425,0,0
0,0.01652131,-3.5303,7.4667,89.0425,0,0
0,0.01671195,-3.4886,7.4674,89.0425,0,0
0,0.01677052,-3.4466,7.4681,89.0425,0,0
0,0.01653594,-3.4053,7.4688,89.0425,0,0
0,0.01668357,-3.3636,7.4695,89.0425,0,0
0,0.01720151,-3.3206,7.4702,89.0425,0,0
0,0.01636175,-3.2797,7.4709,89.0425,0,0
0,0.01643753,-3.2387,7.4716,89.0425,0,0
0,0.01687328,-3.1965,7.4723,89.0425,0,0
0,0.01667405,-3.1548,7.473,89.0425,0,0
0,0.0165474,-3.1135,7.4737,89.0425,0,0
0,0.01671925,-3.0717,7.4744,89.0425,0,0
0,0.01682928,-3.0296,7.4751,89.0425,0,0
0,0.01657317,-2.9882,7.4757,89.0425,0,0
0,0.01671171,-2.9464,7.4764,89.0425,0,0
0,0.01680209,-2.9044,7.4771,89.0425,0,0
0,0.0167527,-2.8626,7.4778,89.0425,0,0
0,0.01662293,-2.821,7.4785,89.0425,0,0
0,0.0165255,-2.7797,7.4792,89.0425,0,0
0,0.01656228,-2.7383,7.4799,89.0425,0,0
0,0.01686835,-2.6962,7.4806,89.0425,0,0
0,0.01684462,-2.6541,7.4813,89.0425,0,0
0,0.01640567,-2.6131,7.482,89.0425,0,0
0,0.01683616,-2.571,7.4827,89.0425,0,0
0,0.01647869,-2.5298,7.4834,89.0425,0,0
0,0.016861,-2.4876,7.4841,89.0425,0,0
0,0.01666113,-2.446,7.4848,89.0425,0,0
0,0.0165408,-2.4047,7.4855,89.0425,0,0
0,0.01676374,-2.3628,7.4862,89.0425,0,0
0,0.01665594,-2.3211,7.4869,89.0425,0,0
0,0.01686682,-2.279,7.4876,89.0425,0,0
0,0.01651561,-2.2377,7.4883,89.0425,0,0
0,0.01661856,-2.1962,7.489,89.0425,0,0
0,0.01667577,-2.1545,7.4897,89.0425,0,0
0,0.01714752,-2.1116,7.4904,89.0425,0,0
0,0.01628259,-2.0709,7.4911,89.0425,0,0
0,0.0166819,-2.0293,7.4918,89.0425,0,0
0,0.0168978,-1.987,7.4925,89.0425,0,0
0,0.01638641,-1.9461,7.4932,89.0425,0,0
0,0.01694546,-1.9037,7.4939,89.0425,0,0
0,0.01648436,-1.8625,7.4946,89.0425,0,0
0,0.01684104,-1.8204,7.4953,89.0425,0,0
0,0.01660672,-1.7789,7.496,89.0425,0,0
0,0.01672441,-1.7371,7.4967,89.0425,0,0
0,0.01669487,-1.6954,7.4974,89.0425,0,0
0,0.016514,-1.6541,7.498,89.0425,0,0
0,0.0166006,-1.6126,7.4987,89.0425,0,0
0,0.01670578,-1.5709,7.4994,89.0425,0,0
0,0.01677809,-1.529,7.5001,89.0425,0,0
0,0.01653684,-1.4876,7.5008,89.0425,0,0
0,0.0168632,-1.4455,7.5015,89.0425,0,0
0,0.01666349,-1.4455,7.5015,89.0425,0,0
0,0.01659043,-1.4455,7.5015,89.0425,0,0
0,0.01657089,-1.4455,7.5015,89.0425,0,0
0,0.01684686,-1.4455,7.5015,89.0425,0,0
0,0.01652461,-1.4455,7.5015,89.0425,0,0
0,0.01659777,-1.4455,7.5015,89.0425,0,0
0,0.01691612,-1.4455,7.5015,89.0425,0,0
0,0.01650717,-1.4455,7.5015,89.0425,0,0
0,0.01671544,-1.4455,7.5015,89.0425,0,0
34,0.01680942,-1.4455,7.5015,89.0425,4,3
0,0.01660009,-1.4455,7.5015,89.0425,0,0
0,0.01657072,-1.4455,7.5015,89.0425,0,0
0,0.01680126,-1.4455,7.5015,89.0425,0,0
0,0.01659924,-1.4455,7.5015,89.0425,0,0
0,0.01670049,-1.4455,7.5015,89.0425,0,0
0,0.01673111,-1.4455,7.5015,89.0425,0,0
0,0.01669199,-1.4455,7.5015,89.0425,0,0
0,0.01657986,-1.4455,7.5015,89.0425,0,0
0,0.01672777,-1.4455,7.5015,89.0425,0,0
11,0.01675978,-1.4455,7.5015,89.0425,1,1
0,0.01661909,-1.4455,7.5015,89.0425,0,0
0,0.01659454,-1.4455,7.5015,89.0425,0,0
0,0.01670297,-1.4455,7.5015,89.0425,0,0
0,0.01658591,-1.4455,7.5015,89.0425,0,0
0,0.01660248,-1.4455,7.5015,89.0425,0,0
0,0.01690741,-1.4455,7.5015,89.0425,0,0
0,0.01679566,-1.4455,7.5015,89.0425,0,0
0,0.01650343,-1.4455,7.5015,89.0425,0,0
0,0.01680928,-1.4455,7.5015,89.0425,0,0
0,0.0165956,-1.4455,7.5015,89.0425,0,0
0,0.01661136,-1.4455,7.5015,89.0425,0,0
0,0.01668219,-1.4455,7.5015,89.0425,0,0
0,0.01703118,-1.4455,7.5015,89.0425,0,0
0,0.01647028,-1.4455,7.5015,89.0425,0,0
0,0.01659609,-1.4455,7.5015,89.0425,0,0
0,0.01660027,-1.4455,7.5015,89.0425,0,0
0,0.01670743,-1.4455,7.5015,89.0425,0,0
0,0.01669424,-1.4455,7.5015,89.0425,0,0
0,0.01687104,-1.4455,7.5015,89.0425,0,0
0,0.01642733,-1.4455,7.5015,89.0425,0,0
0,0.01671064,-1.4455,7.5015,89.0425,0,0
0,0.01668706,-1.4455,7.5015,89.0425,0,0
0,0.01672327,-1.4455,7.5015,89.0425,0,0
0,0.01666833,-1.4455,7.5015,89.0425,0,0
0,0.01684676,-1.4455,7.5015,89.0425,0,0
