Version: Taxi Continuous/Discontinuous v4.1.8942.21304
TriggerVersion: v4
TaskType: Discontinuous
MazeName: Open Maze MD2
NumberOfTrials: 1
PosterLocations: 
CompletionWindow: 100000
TimeoutDuration: 1000
IntersessionInterval: 1000
RewardTime: 1000
RewardViewCriteria: 45
RotationSpeed: 104.3357
MovementSpeed: 5
JoystickDeadzone: 0
AngleRestrictionAmount: 0
RequiredDistance: 1
ProximityDistance: 1
DirectionErrorDistance: 0.5
isJoystickEnabled: False
isReverseEnabled: True
isForwardEnabled: True
isRightEnabled: True
isLeftEnabled: True
isYInverted: False
isXInverted: False
RestartOnTrialFail: False
ResetPositionOnTrial: True
FaceRandomDirectionOnStart: False
MultipleWaypoints: False
DisableInterSessionBlackout: True
ResetPositionOnSession: False
EnableDirectionError: False
DisableHint: False
EnableRewardAreaError: False
RewardAreaErrorTime: -1
--- Start of Dataset --- 
 0 0.01652020 -4.4108 -3.9722 149.6865
 0 0.01691394 -4.3681 -3.9722 149.6865
 0 0.01660907 -4.3262 -3.9722 149.6865
 0 0.01616544 -4.2854 -3.9722 149.6865
 0 0.01714985 -4.2421 -3.9722 149.6865
 0 0.01651830 -4.2005 -3.9722 149.6865
 0 0.01663914 -4.1585 -3.9722 149.6865
 0 0.01726935 -4.1126 -3.9722 147.8847
 0 0.01667631 -4.0661 -3.9722 146.1448
 0 0.01622271 -4.0190 -3.9722 144.4522
 0 0.01685149 -3.9679 -3.9722 142.6940
 0 0.01670252 -3.9153 -3.9722 140.9513
 0 0.01667213 -3.8608 -3.9722 139.2118
 0 0.01671853 -3.8043 -3.9722 137.4675
 0 0.01657376 -3.7465 -3.9722 135.7382
 0 0.01666151 -3.6865 -3.9722 133.9998
 0 0.01681709 -3.6243 -3.9722 132.2452
 0 0.01683891 -3.5620 -3.9722 132.2452
 0 0.01649056 -3.5009 -3.9722 132.2452
 0 0.01663019 -3.4394 -3.9722 132.2452
 0 0.01627931 -3.3791 -3.9722 132.2452
 0 0.01721060 -3.3154 -3.9722 132.2452
 0 0.01670470 -3.2536 -3.9722 132.2452
 0 0.01663131 -3.1920 -3.9722 132.2452
 0 0.01605054 -3.1326 -3.9722 132.2452
 0 0.01726391 -3.0687 -3.9722 132.2452
 0 0.01665143 -3.0071 -3.9722 132.2452
 0 0.01658564 -2.9457 -3.9722 132.2452
 0 0.01681085 -2.8835 -3.9722 132.2452
 0 0.01672690 -2.8216 -3.9722 132.2452
 0 0.01655736 -2.7603 -3.9722 132.2452
 0 0.01662838 -2.6987 -3.9722 132.2452
 0 0.01670530 -2.6369 -3.9722 132.2452
 0 0.01680115 -2.5747 -3.9722 132.2452
 0 0.01656396 -2.5134 -3.9722 132.2452
 0 0.01672576 -2.4515 -3.9722 132.2452
 0 0.01672373 -2.3896 -3.9722 132.2452
 0 0.01656631 -2.3283 -3.9722 132.2452
 0 0.01664953 -2.2666 -3.9722 132.2452
 0 0.01691324 -2.2040 -3.9722 132.2452
 0 0.01654021 -2.1428 -3.9722 132.2452
 0 0.01670429 -2.0810 -3.9722 132.2452
 0 0.01663928 -2.0194 -3.9722 132.2452
 0 0.01685702 -1.9570 -3.9722 132.2452
 0 0.01660976 -1.8955 -3.9722 132.2452
 0 0.01663422 -1.8340 -3.9722 132.2452
 0 0.01690090 -1.7697 -3.9722 130.4818
 0 0.01656271 -1.7051 -3.9722 128.7538
 0 0.01661838 -1.6388 -3.9722 127.0199
 0 0.01625323 -1.5725 -3.9722 125.3241
 0 0.01712614 -1.5011 -3.9722 123.5372
 0 0.01649362 -1.4310 -3.9722 121.8163
 0 0.01641706 -1.3600 -3.9722 120.1034
 0 0.01725950 -1.2853 -3.9722 120.1034
 0 0.01650120 -1.2140 -3.9722 120.1034
 0 0.01665515 -1.1419 -3.9722 120.1034
 0 0.01675071 -1.0695 -3.9722 120.1034
 0 0.01650982 -0.9980 -3.9722 120.1034
 0 0.01680736 -0.9253 -3.9722 120.1034
 0 0.01662850 -0.8534 -3.9722 120.1034
 0 0.01675868 -0.7809 -3.9722 120.1034
 0 0.01655921 -0.7093 -3.9722 120.1034
 0 0.01678500 -0.6367 -3.9722 120.1034
 0 0.01660306 -0.5649 -3.9722 120.1034
 0 0.01665995 -0.4928 -3.9722 120.1034
 0 0.01680861 -0.4201 -3.9722 120.1034
 0 0.01657812 -0.3484 -3.9722 120.1034
 0 0.01675222 -0.2759 -3.9722 120.1034
 0 0.01677171 -0.2034 -3.9722 120.1034
 0 0.01660122 -0.1316 -3.9722 120.1034
 0 0.01669701 -0.0593 -3.9722 120.1034
 0 0.01659826 0.0125 -3.9722 120.1034
 0 0.01670325 0.0847 -3.9722 120.1034
 0 0.01664481 0.1567 -3.9722 120.1034
 0 0.01657179 0.2284 -3.9722 120.1034
 0 0.01678028 0.3010 -3.9722 120.1034
 0 0.01669984 0.3732 -3.9722 120.1034
 0 0.01669548 0.4454 -3.9722 120.1034
 0 0.01669552 0.5176 -3.9722 120.1034
 0 0.01671872 0.5900 -3.9722 120.1034
 0 0.01668647 0.6621 -3.9722 120.1034
 0 0.01663227 0.7341 -3.9722 120.1034
 0 0.01660004 0.8059 -3.9722 120.1034
 0 0.01652774 0.8774 -3.9722 120.1034
 0 0.01696305 0.9508 -3.9722 120.1034
 0 0.01648433 1.0221 -3.9722 120.1034
 0 0.01675307 1.0945 -3.9722 120.1034
 0 0.01666763 1.1666 -3.9722 120.1034
 0 0.01670160 1.2389 -3.9722 120.1034
 0 0.01669442 1.3111 -3.9722 120.1034
 0 0.01665815 1.3831 -3.9722 120.1034
 0 0.01666363 1.4552 -3.9722 120.1034
 0 0.01671784 1.5275 -3.9722 120.1034
 0 0.01664286 1.5995 -3.9722 120.1034
 0 0.01658274 1.6713 -3.9722 120.1034
 0 0.01677067 1.7438 -3.9722 120.1034
 0 0.01674423 1.8162 -3.9722 120.1034
 0 0.01683667 1.8891 -3.9722 120.1034
 0 0.01649643 1.9604 -3.9722 120.1034
 0 0.01670403 2.0327 -3.9722 120.1034
 0 0.01666019 2.1047 -3.9722 120.1034
 0 0.01657634 2.1764 -3.9722 120.1034
 0 0.01679267 2.2491 -3.9722 120.1034
 0 0.01675048 2.3215 -3.9722 120.1034
 0 0.01667809 2.3937 -3.9722 120.1034
 0 0.01664219 2.4657 -3.9722 120.1034
 0 0.01656780 2.5373 -3.9722 120.1034
 0 0.01679278 2.6100 -3.9722 120.1034
 0 0.01680015 2.6826 -3.9722 120.1034
 0 0.01654630 2.7542 -3.9722 120.1034
 0 0.01669492 2.8264 -3.9722 120.1034
 0 0.01673810 2.8988 -3.9722 120.1034
 0 0.01655846 2.9705 -3.9722 120.1034
 0 0.01670237 3.0427 -3.9722 120.1034
 0 0.01664965 3.1147 -3.9722 120.1034
 0 0.01672875 3.1871 -3.9722 120.1034
 0 0.01664499 3.2591 -3.9722 120.1034
 0 0.01685719 3.3320 -3.9722 120.1034
 0 0.01645073 3.4032 -3.9722 120.1034
 0 0.01611404 3.4729 -3.9722 120.1034
 0 0.01732044 3.5478 -3.9722 120.1034
 0 0.01664693 3.6198 -3.9722 120.1034
 0 0.01678601 3.6924 -3.9722 120.1034
 0 0.01650369 3.7638 -3.9722 120.1034
 0 0.01685223 3.8367 -3.9722 120.1034
 0 0.01662024 3.9086 -3.9722 120.1034
 0 0.01665474 3.9602 -3.9722 120.1034
 0 0.01666645 3.9602 -3.9722 120.1034
 0 0.01647642 3.9602 -3.9722 120.1034
 0 0.01649477 3.9602 -3.9722 120.1034
 0 0.01696048 3.9602 -3.9722 120.1034
 0 0.01669241 3.9602 -3.9722 120.1034
 0 0.01655449 3.9602 -3.9722 120.1034
 0 0.01673243 3.9602 -3.9722 120.1034
 0 0.01672686 3.9602 -3.9722 120.1034
 0 0.01652417 3.9602 -3.9722 120.1034
 0 0.01686725 3.9602 -3.9722 120.1034
 0 0.01659787 3.9602 -3.9722 120.1034
 0 0.01670861 3.9602 -3.9722 120.1034
 0 0.01666119 3.9602 -3.9722 120.1034
 0 0.01657111 3.9602 -3.9722 120.1034
 0 0.01673473 3.9602 -3.9722 120.1034
 0 0.01668439 3.9602 -3.9722 120.1034
 0 0.01672697 3.9602 -3.9722 120.1034
 0 0.01680260 3.9602 -3.9722 120.1034
 0 0.01655253 3.9602 -3.9722 120.1034
 0 0.01664592 3.9602 -3.9722 120.1034
 0 0.01674329 3.9602 -3.9722 120.1034
 0 0.01677119 3.9602 -3.9722 120.1034
 0 0.01646535 3.9602 -3.9722 120.1034
 0 0.01686013 3.9602 -3.9722 120.1034
 0 0.01665400 3.9602 -3.9722 120.1034
 0 0.01680528 3.9602 -3.9722 120.1034
 0 0.01696737 3.9602 -3.9722 120.1034
 0 0.01638892 3.9602 -3.9722 120.1034
 0 0.01669536 3.9602 -3.9722 120.1034
 0 0.01690127 3.9602 -3.9722 120.1034
 0 0.01671998 3.9602 -3.9722 120.1034
 0 0.01632943 3.9602 -3.9722 120.1034
 0 0.01678247 3.9602 -3.9722 120.1034
 0 0.01716824 3.9602 -3.9722 120.1034
 0 0.01652220 3.9602 -3.9722 120.1034
 0 0.01636729 3.9602 -3.9722 120.1034
 0 0.01629807 3.9602 -3.9722 120.1034
 0 0.01692036 3.9602 -3.9722 120.1034
 0 0.01665464 3.9602 -3.9722 120.1034
 0 0.01685840 3.9602 -3.9722 120.1034
 0 0.01645335 3.9602 -3.9722 120.1034
 0 0.01667658 3.9602 -3.9722 120.1034
 0 0.01671871 3.9602 -3.9722 120.1034
 0 0.01679886 3.9602 -3.9722 120.1034
 0 0.01646486 3.9602 -3.9722 120.1034
 0 0.01704859 3.9602 -3.9722 120.1034
 0 0.01635800 3.9602 -3.9722 120.1034
 0 0.01667503 3.9602 -3.9722 120.1034
 0 0.01672318 3.9602 -3.9722 120.1034
 0 0.01690350 3.9602 -3.9722 118.3398
 0 0.01663592 3.9602 -3.9722 116.6041
 0 0.01682386 3.9602 -3.9722 114.8488
 0 0.01668995 3.9602 -3.9722 113.1074
 0 0.01648886 3.9602 -3.9722 111.3870
 0 0.01682356 3.9602 -3.9722 109.6317
 0 0.01674186 3.9602 -3.9722 107.8849
 0 0.01665867 3.9602 -3.9722 106.1469
 0 0.01638456 3.9602 -3.9722 104.4374
 0 0.01710682 3.9602 -3.9722 102.6525
 0 0.01651315 3.9602 -3.9722 100.9296
 0 0.01668837 3.9602 -3.9722 99.1884
 0 0.01662014 3.9602 -3.9722 97.4543
 0 0.01681799 3.9602 -3.9722 95.6996
 0 0.01605676 3.9602 -3.9722 94.0243
 0 0.01720630 3.9602 -3.9722 92.2291
 0 0.01661043 3.9602 -3.9722 90.4960
 0 0.01671484 3.9602 -3.9722 88.7521
 0 0.01664217 3.9602 -3.9722 87.0157
 0 0.01672559 3.9602 -3.9722 85.2706
 0 0.01664786 3.9602 -3.9722 83.5337
 0 0.01678668 3.9602 -3.9722 81.7822
 0 0.01661053 3.9602 -3.9722 80.0491
 0 0.01680933 3.9602 -3.9722 78.2953
 0 0.01648931 3.9602 -3.9722 76.5749
 0 0.01673458 3.9602 -3.9722 74.8289
 0 0.01672654 3.9602 -3.9722 73.0837
 0 0.01645914 3.9602 -3.9722 71.3664
 0 0.01668114 3.9602 -3.9722 69.6260
 0 0.01685438 3.9602 -3.9722 67.8675
 0 0.01697385 3.9602 -3.9722 66.0965
 0 0.01642345 3.9602 -3.9722 64.3829
 0 0.01663169 3.9602 -3.9722 62.6477
 0 0.01609073 3.9602 -3.9722 60.9688
 0 0.01668569 3.9602 -3.9722 59.2279
 0 0.01675388 3.9602 -3.9722 57.4799
 0 0.01694236 3.9741 -3.9245 55.7122
 0 0.01634924 3.9754 -3.8765 54.0064
 0 0.01675571 3.9769 -3.8252 52.2582
 0 0.01650463 3.9784 -3.7727 50.5361
 0 0.01679445 3.9800 -3.7174 48.7839
 0 0.01672379 3.9816 -3.6604 47.0390
 0 0.01656845 3.9833 -3.6021 45.3103
 0 0.01675764 3.9850 -3.5414 43.5619
 0 0.01667689 3.9868 -3.4793 41.8219
 0 0.01659056 3.9886 -3.4158 40.0909
 0 0.01678163 3.9905 -3.3500 38.3400
 0 0.01660695 3.9925 -3.2834 36.6073
 0 0.01678898 3.9944 -3.2145 34.8556
 0 0.01670233 3.9965 -3.1445 33.1129
 0 0.01661290 3.9985 -3.0736 31.3796
 0 0.01680344 4.0006 -3.0006 29.6264
 0 0.01658421 4.0027 -2.9273 27.8961
 0 0.01670072 4.0049 -2.8523 26.1536
 0 0.01670275 4.0071 -2.7763 24.4109
 0 0.01671438 4.0093 -2.6992 22.6670
 0 0.01660110 4.0116 -2.6216 20.9349
 0 0.01661479 4.0138 -2.5432 19.2014
 0 0.01676803 4.0162 -2.4632 17.4519
 0 0.01660512 4.0185 -2.3833 15.7194
 0 0.01679705 4.0208 -2.3018 13.9669
 0 0.01660783 4.0232 -2.2206 12.2341
 0 0.01692592 4.0232 -2.1379 12.2341
 0 0.01642492 4.0232 -2.0577 12.2341
 0 0.01683738 4.0232 -1.9754 12.2341
 0 0.01691086 4.0232 -1.8928 12.2341
 0 0.01642411 4.0232 -1.8125 12.2341
 0 0.01667095 4.0232 -1.7310 12.2341
 0 0.01661027 4.0232 -1.6499 12.2341
 0 0.01668997 4.0232 -1.5683 12.2341
 0 0.01665320 4.0232 -1.4869 12.2341
 0 0.01700508 4.0232 -1.4045 14.0083
 0 0.01631256 4.0232 -1.3259 15.7103
 0 0.01675404 4.0232 -1.2460 17.4583
 0 0.01666999 4.0232 -1.1673 19.1976
 0 0.01670111 4.0232 -1.0893 20.9401
 0 0.01670254 4.0232 -1.0123 22.6828
 0 0.01670413 4.0232 -0.9362 24.4256
 0 0.01660335 4.0232 -0.8617 26.1580
 0 0.01671811 4.0232 -0.7878 27.9023
 0 0.01644871 4.0232 -0.7163 29.6185
 0 0.01692094 4.0232 -0.6441 31.3839
 0 0.01652554 4.0232 -0.5749 33.1081
 0 0.01681833 4.0232 -0.5059 34.8629
 0 0.01676413 4.0232 -0.4371 34.8629
 0 0.01653238 4.0232 -0.3693 34.8629
 0 0.01676079 4.0232 -0.3005 34.8629
 0 0.01663456 4.0232 -0.2323 34.8629
 0 0.01666949 4.0232 -0.1639 34.8629
 0 0.01662684 4.0232 -0.0957 34.8629
 0 0.01671000 4.0232 -0.0271 34.8629
 0 0.01656636 4.0232 0.0408 34.8629
 0 0.01691576 4.0232 0.1102 34.8629
 0 0.01662516 4.0232 0.1784 34.8629
 0 0.01648917 4.0232 0.2461 34.8629
 0 0.01678264 4.0232 0.3149 34.8629
 0 0.01665562 4.0232 0.3833 34.8629
 0 0.01665688 4.0232 0.4516 34.8629
 0 0.01703433 4.0232 0.5230 33.0856
 0 0.01649164 4.0232 0.5934 31.3649
 0 0.01653710 4.0232 0.6652 29.6395
 0 0.01690456 4.0232 0.7400 27.8758
 0 0.01649877 4.0232 0.8140 26.1543
 0 0.01680421 4.0232 0.8905 24.4011
 0 0.01669602 4.0232 0.9676 22.6591
 0 0.01663224 4.0232 1.0443 22.6591
 0 0.01660780 4.0232 1.1209 22.6591
 0 0.01675905 4.0232 1.1983 22.6591
 0 0.01662449 4.0232 1.2750 22.6591
 0 0.01662020 4.0232 1.3517 22.6591
 0 0.01685721 4.0232 1.4294 22.6591
 0 0.01654196 4.0232 1.5058 22.6591
 0 0.01667456 4.0232 1.5827 22.6591
 0 0.01670760 4.0232 1.6598 22.6591
 0 0.01680747 4.0232 1.7373 22.6591
 0 0.01648554 4.0232 1.8134 22.6591
 0 0.01673222 4.0232 1.8906 22.6591
 0 0.01669259 4.0232 1.9676 22.6591
 0 0.01649451 4.0232 2.0437 22.6591
 0 0.01687152 4.0232 2.1216 22.6591
 0 0.01663766 4.0232 2.1984 22.6591
 0 0.01667027 4.0232 2.2753 22.6591
 0 0.01681278 4.0232 2.3528 22.6591
 0 0.01668882 4.0232 2.4298 22.6591
 0 0.01634456 4.0232 2.5053 22.6591
 0 0.01713667 4.0232 2.5843 22.6591
 0 0.01640661 4.0232 2.6600 22.6591
 0 0.01680117 4.0232 2.7376 22.6591
 0 0.01662394 4.0232 2.8143 22.6591
 0 0.01667234 4.0232 2.8912 22.6591
 0 0.01662033 4.0232 2.9679 22.6591
 0 0.01688002 4.0232 3.0458 22.6591
 0 0.01650061 4.0232 3.1219 22.6591
 0 0.01662052 4.0232 3.1986 22.6591
 0 0.01662700 4.0232 3.2753 22.6591
 0 0.01686301 4.0232 3.3531 22.6591
 0 0.01672065 4.0232 3.4303 22.6591
 0 0.01661290 4.0232 3.5069 22.6591
 0 0.01675757 4.0232 3.5842 22.6591
 0 0.01670194 4.0232 3.6613 22.6591
 0 0.01670949 4.0232 3.7384 22.6591
 0 0.01658115 4.0232 3.8149 22.6591
 0 0.01685472 4.0232 3.8927 22.6591
 0 0.01648517 4.0232 3.9687 22.6591
 0 0.01667201 4.0232 4.0457 22.6591
 0 0.01670003 4.0232 4.1227 22.6591
 0 0.01662987 4.0232 4.1994 22.6591
 0 0.01675999 4.0232 4.2768 22.6591
 0 0.01671589 4.0232 4.3539 22.6591
 0 0.01655360 4.0232 4.4303 22.6591
 0 0.01666395 4.0232 4.5072 22.6591
 0 0.01668961 4.0232 4.5842 22.6591
 0 0.01677636 4.0232 4.6616 22.6591
 0 0.01655994 4.0232 4.7380 22.6591
 0 0.01683232 4.0232 4.8157 22.6591
 0 0.01681475 4.0232 4.8932 22.6591
 0 0.01660236 4.0232 4.9698 22.6591
 0 0.01669490 4.0232 5.0469 22.6591
 0 0.01669544 4.0232 5.1239 22.6591
 0 0.01643426 4.0232 5.1997 22.6591
 0 0.01663200 4.0232 5.2765 22.6591
 0 0.01680534 4.0232 5.3540 22.6591
 0 0.01663394 4.0232 5.4308 22.6591
 0 0.01670073 4.0232 5.5078 22.6591
 0 0.01677338 4.0232 5.5852 22.6591
 0 0.01672337 4.0232 5.6624 22.6591
 0 0.01655906 4.0232 5.7388 22.6591
 0 0.01674021 4.0232 5.8160 22.6591
 0 0.01660063 4.0232 5.8926 22.6591
 0 0.01617706 4.0232 5.9673 22.6591
 0 0.01725199 4.0232 6.0469 22.6591
 0 0.01662235 4.0232 6.1236 22.6591
 0 0.01669350 4.0232 6.2006 22.6591
 0 0.01652655 4.0232 6.2769 22.6591
 0 0.01693342 4.0232 6.3550 22.6591
 0 0.01669206 4.0232 6.4320 22.6591
 0 0.01665553 4.0232 6.5089 22.6591
 0 0.01664262 4.0232 6.5856 22.6591
 0 0.01666966 4.0232 6.6626 22.6591
 0 0.01658684 4.0232 6.7391 22.6591
 0 0.01674574 4.0232 6.8164 22.6591
 0 0.01657205 4.0232 6.8928 22.6591
 0 0.01682961 4.0232 6.9705 22.6591
 0 0.01673747 4.0232 7.0477 22.6591
 0 0.01666194 4.0232 7.1246 22.6591
 0 0.01663966 4.0232 7.2014 22.6591
 0 0.01676828 4.0232 7.2787 22.6591
 0 0.01668982 4.0232 7.3558 22.6591
 0 0.01655799 4.0232 7.4322 22.6591
 0 0.01664875 4.0232 7.5090 22.6591
 0 0.01667637 4.0232 7.5859 22.6591
 0 0.01666104 4.0232 7.6628 22.6591
 0 0.01662422 4.0232 7.7395 22.6591
 0 0.01679808 4.0232 7.8170 22.6591
 0 0.01663884 4.0232 7.8938 22.6591
 0 0.01675081 4.0232 7.9711 22.6591
 0 0.01664511 4.0232 8.0479 22.6591
 0 0.01659567 4.0232 8.1244 22.6591
 0 0.01673076 4.0232 8.2016 22.6591
 0 0.01659535 4.0232 8.2782 22.6591
 0 0.01682544 4.0232 8.3558 22.6591
 0 0.01660084 4.0232 8.4324 22.6591
 0 0.01674990 4.0232 8.5097 22.6591
 0 0.01670739 4.0232 8.5868 22.6591
 0 0.01669633 4.0232 8.6639 22.6591
 0 0.01640385 4.0232 8.7395 22.6591
 0 0.01700382 4.0232 8.8180 22.6591
 0 0.01662624 4.0232 8.8947 22.6591
 0 0.01669469 4.0232 8.9717 22.6591
 0 0.01629749 4.0232 9.0469 22.6591
 0 0.01701025 4.0232 9.1254 22.6591
 0 0.01652638 4.0232 9.2017 22.6591
 0 0.01679261 4.0232 9.2792 22.6591
 0 0.01666108 4.0232 9.3560 22.6591
 0 0.01676517 4.0233 9.4334 22.6591
 0 0.01660931 4.0233 9.5100 22.6591
 0 0.01660607 4.0233 9.5867 22.6591
 0 0.01680113 4.0233 9.6642 22.6591
 0 0.01672701 4.0233 9.7414 22.6591
 0 0.01661805 4.0233 9.8180 22.6591
 0 0.01671450 4.0233 9.8952 22.6591
 0 0.01654763 4.0233 9.9715 22.6591
 0 0.01677811 4.0233 10.0489 22.6591
 0 0.01664582 4.0233 10.1257 22.6591
 0 0.01677363 4.0233 10.2031 22.6591
 0 0.01647313 4.0233 10.2791 22.6591
 0 0.01692977 4.0233 10.3573 22.6591
 0 0.01643389 4.0233 10.4331 22.6591
 0 0.01675936 4.0233 10.5104 22.6591
 0 0.01701377 4.0233 10.5889 22.6591
 0 0.01636197 4.0233 10.6644 22.6591
 0 0.01668828 4.0233 10.7414 22.6591
 0 0.01674754 4.0233 10.8187 22.6591
 0 0.01688674 4.0233 10.8966 22.6591
 0 0.01621313 4.0233 10.9714 22.6591
 0 0.01646264 4.0233 11.0474 22.6591
 0 0.01681366 4.0233 11.1249 22.6591
 0 0.01658688 4.0233 11.2015 22.6591
 0 0.01669725 4.0233 11.2785 22.6591
 0 0.01661585 4.0233 11.3552 22.6591
 0 0.01678645 4.0233 11.4326 22.6591
 0 0.01669452 4.0233 11.5097 22.6591
 0 0.01664413 4.0233 11.5865 22.6591
 0 0.01665599 4.0233 11.6633 22.6591
 0 0.01660228 4.0233 11.7399 22.6591
 0 0.01680688 4.0233 11.8175 22.6591
 0 0.01668962 4.0233 11.8945 22.6591
 0 0.01649647 4.0233 11.9706 22.6591
 0 0.01681115 4.0233 12.0482 22.6591
 0 0.01669599 4.0233 12.1252 22.6591
 0 0.01670211 4.0233 12.2023 22.6591
 0 0.01679275 4.0233 12.2797 22.6591
 0 0.01651760 4.0233 12.3560 22.6591
 0 0.01668170 4.0233 12.4329 22.6591
 0 0.01670917 4.0233 12.5100 22.6591
 0 0.01679550 4.0233 12.5875 22.6591
 0 0.01702667 4.0233 12.6661 22.6591
 0 0.01627829 4.0233 12.7412 22.6591
 0 0.01673573 4.0233 12.8184 22.6591
 0 0.01657282 4.0233 12.8949 22.6591
 0 0.01680058 4.0233 12.9724 22.6591
 0 0.01688241 4.0233 13.0503 22.6591
 0 0.01665600 4.0233 13.1271 22.6591
 0 0.01672415 4.0233 13.2043 22.6591
 0 0.01655983 4.0233 13.2807 22.6591
 0 0.01689116 4.0233 13.3587 22.6591
 0 0.01682156 4.0233 13.4363 22.6591
 0 0.01658044 4.0233 13.5128 22.6591
 0 0.01670195 4.0233 13.5898 22.6591
 0 0.01610215 4.0233 13.6641 22.6591
 0 0.01703185 4.0233 13.7427 22.6591
 0 0.01676759 4.0233 13.8201 22.6591
 0 0.01670031 4.0233 13.8971 22.6591
 0 0.01665278 4.0233 13.9740 22.6591
 0 0.01674359 4.0233 14.0512 22.6591
 0 0.01680325 4.0233 14.1288 22.6591
 0 0.01644534 4.0233 14.2047 22.6591
 0 0.01668141 4.0233 14.2816 22.6591
 0 0.01673065 4.0233 14.3588 22.6591
 0 0.01674045 4.0233 14.4361 22.6591
 0 0.01662599 4.0233 14.5128 22.6591
 0 0.01669615 4.0233 14.5898 22.6591
 0 0.01668380 4.0233 14.6668 22.6591
 0 0.01655590 4.0233 14.7432 22.6591
 0 0.01680468 4.0233 14.8207 22.6591
 0 0.01638030 4.0233 14.8963 22.6591
 0 0.01688519 4.0233 14.9742 22.6591
 0 0.01670213 4.0233 15.0350 22.6591
 0 0.01671755 4.0233 15.0350 22.6591
 0 0.01651452 4.0233 15.0350 22.6591
 0 0.01668819 4.0233 15.0350 22.6591
 0 0.01644238 4.0233 15.0350 22.6591
 0 0.01733768 4.0233 15.0350 22.6591
 0 0.01621922 4.0233 15.0350 22.6591
 0 0.01673167 4.0233 15.0350 22.6591
 0 0.01677305 4.0233 15.0350 22.6591
 0 0.01647454 4.0233 15.0350 22.6591
 0 0.01689033 4.0233 15.0350 22.6591
 0 0.01650408 4.0233 15.0350 22.6591
 0 0.01672067 4.0233 15.0350 22.6591
 0 0.01655600 4.0233 15.0350 22.6591
 0 0.01685099 4.0233 15.0350 22.6591
 0 0.01670495 4.0233 15.0350 22.6591
 0 0.01668307 4.0233 15.0350 22.6591
 0 0.01658377 4.0233 15.0350 22.6591
 0 0.01676128 4.0233 15.0350 22.6591
 0 0.01689908 4.0233 15.0350 22.6591
 0 0.01652020 4.0233 15.0350 22.6591
 0 0.01649464 4.0233 15.0350 22.6591
 0 0.01674793 4.0233 15.0350 22.6591
 0 0.01654899 4.0233 15.0350 22.6591
 0 0.01662307 4.0233 15.0350 22.6591
 0 0.01668096 4.0233 15.0350 22.6591
 0 0.01695737 4.0233 15.0350 22.6591
 0 0.01668361 4.0233 15.0350 22.6591
 0 0.01662882 4.0233 15.0350 22.6591
 0 0.01663199 4.0233 15.0350 22.6591
 0 0.01673969 4.0233 15.0350 22.6591
 0 0.01651336 4.0233 15.0350 22.6591
 0 0.01718860 4.0233 15.0350 20.8657
 0 0.01656351 4.0233 15.0350 19.1375
 0 0.01656410 4.0233 15.0350 17.4093
 0 0.01675136 4.0233 15.0350 15.6615
 0 0.01654775 4.0233 15.0350 13.9350
 0 0.01688758 4.0233 15.0350 12.1730
 0 0.01659695 4.0233 15.0350 10.4414
 0 0.01670250 4.0233 15.0350 8.6987
 0 0.01668001 4.0233 15.0350 6.9584
 0 0.01661247 4.0233 15.0350 5.2251
 0 0.01661475 4.0233 15.0350 3.4916
 0 0.01684023 4.0233 15.0350 1.7346
 0 0.01669052 4.0233 15.0350 359.9931
 0 0.01660315 4.0233 15.0350 358.2608
 0 0.01577422 4.0233 15.0350 356.6150
 0 0.01706401 4.0233 15.0350 354.8346
 0 0.01665600 4.0233 15.0350 353.0968
 0 0.01654550 4.0233 15.0350 351.3705
 0 0.01687571 4.0233 15.0350 349.6098
 0 0.01652155 4.0233 15.0350 347.8860
 0 0.01679744 4.0233 15.0350 346.1334
 0 0.01656429 4.0233 15.0350 344.4052
 0 0.01672706 4.0233 15.0350 342.6600
 0 0.01663239 4.0233 15.0350 340.9246
 0 0.01650265 4.0233 15.0350 339.2028
 0 0.01656757 4.0233 15.0350 337.4742
 0 0.01674539 4.0233 15.0350 335.7271
 0 0.01655650 4.0233 15.0350 333.9996
 0 0.01670881 4.0233 15.0350 332.2563
 0 0.01705467 4.0233 15.0350 330.4769
 0 0.01702728 4.0233 15.0350 328.7003
 0 0.01630963 4.0233 15.0350 326.9987
 0 0.01676277 4.0233 15.0350 325.2497
 0 0.01661199 4.0233 15.0350 323.5165
 0 0.01674922 4.0233 15.0350 321.7689
 0 0.01716062 4.0233 15.0350 319.9785
 0 0.01621250 4.0233 15.0350 318.2869
 0 0.01670025 4.0233 15.0350 316.5445
 0 0.01658283 4.0233 15.0350 314.8143
 0 0.01703324 4.0233 15.0350 313.0371
 0 0.01659537 4.0233 15.0350 311.3056
 0 0.01646736 4.0233 15.0350 309.5875
 0 0.01688929 4.0233 15.0350 307.8253
 0 0.01653183 4.0233 15.0350 306.1005
 0 0.01683459 4.0233 15.0350 304.3440
 0 0.01680601 4.0233 15.0350 302.5906
 0 0.01636525 4.0233 15.0350 300.8831
 0 0.01666335 4.0233 15.0350 299.1445
 0 0.01679960 4.0233 15.0350 297.3917
 0 0.01705432 4.0233 15.0350 295.6123
 0 0.01639938 4.0233 15.0350 293.9013
 0 0.01656861 4.0233 15.0350 292.1726
 0 0.01680895 4.0233 15.0350 290.4188
 0 0.01666818 4.0233 15.0350 288.6797
 0 0.01693450 4.0233 15.0350 286.9128
