Version: Taxi Continuous/Discontinuous v4.1.8942.21304
TriggerVersion: v4
TaskType: Discontinuous
MazeName: Open Maze MD2
NumberOfTrials: 1
PosterLocations: 
CompletionWindow: 100000
TimeoutDuration: 1000
IntersessionInterval: 1000
RewardTime: 1000
RewardViewCriteria: 45
RotationSpeed: 104.3357
MovementSpeed: 5
JoystickDeadzone: 0
AngleRestrictionAmount: 0
RequiredDistance: 1
ProximityDistance: 1
DirectionErrorDistance: 0.5
isJoystickEnabled: False
isReverseEnabled: True
isForwardEnabled: True
isRightEnabled: True
isLeftEnabled: True
isYInverted: False
isXInverted: False
RestartOnTrialFail: False
ResetPositionOnTrial: True
FaceRandomDirectionOnStart: False
MultipleWaypoints: False
DisableInterSessionBlackout: True
ResetPositionOnSession: False
EnableDirectionError: False
DisableHint: False
EnableRewardAreaError: False
RewardAreaErrorTime: -1
--- Start of Dataset --- 
 0 0.01640337 4.0233 15.0350 285.2014
 0 0.01677189 4.0233 15.0350 285.2014
 0 0.01601768 4.0233 15.0350 285.2014
 0 0.01689855 4.0233 15.0350 285.2014
 0 0.01684800 4.0233 15.0350 285.2014
 0 0.01664337 4.0233 15.0350 285.2014
 0 0.01661930 4.0233 15.0350 285.2014
 0 0.01649549 4.0233 15.0350 285.2014
 0 0.01683836 4.0233 15.0350 285.2014
 0 0.01659681 4.0233 15.0350 285.2014
 0 0.01694416 4.0233 15.0350 285.2014
 0 0.01652785 4.0233 15.0350 285.2014
 0 0.01664085 4.0233 15.0350 285.2014
 0 0.01684031 4.0233 15.0350 285.2014
 0 0.01644309 4.0233 15.0350 285.2014
 0 0.01675047 4.0233 15.0350 285.2014
 0 0.01667684 4.0233 15.0350 285.2014
 0 0.01664443 4.0233 15.0350 285.2014
 0 0.01674087 4.0233 15.0350 285.2014
 0 0.01659181 4.0233 15.0350 285.2014
 0 0.01693791 4.0233 15.0350 285.2014
 0 0.01650817 4.0233 15.0350 285.2014
 0 0.01665379 4.0233 15.0350 285.2014
 0 0.01671287 4.0233 15.0350 285.2014
 0 0.01688443 4.0233 15.0350 285.2014
 0 0.01679662 3.9422 15.0570 285.2014
 0 0.01668315 3.8617 15.0789 285.2014
 0 0.01647454 3.7822 15.0940 285.2014
 0 0.01678734 3.7012 15.0940 285.2014
 0 0.01680037 3.6202 15.0940 285.2014
 0 0.01663416 3.5399 15.0940 285.2014
 0 0.01666019 3.4595 15.0940 285.2014
 0 0.01659633 3.3794 15.0940 285.2014
 0 0.01670189 3.2988 15.0940 285.2014
 0 0.01674282 3.2181 15.0940 285.2014
 0 0.01665905 3.1377 15.0940 285.2014
 0 0.01663163 3.0574 15.0940 285.2014
 0 0.01678094 2.9765 15.0940 285.2014
 0 0.01671970 2.8958 15.0940 285.2014
 0 0.01657715 2.8158 15.0940 285.2014
 0 0.01661715 2.7356 15.0940 285.2014
 0 0.01681228 2.6545 15.0940 285.2014
 0 0.01657169 2.5745 15.0940 285.2014
 0 0.01681704 2.4934 15.0940 285.2014
 0 0.01657833 2.4134 15.0940 285.2014
 0 0.01673152 2.3327 15.0940 285.2014
 0 0.01646958 2.2532 15.0940 285.2014
 0 0.01695640 2.1714 15.0940 285.2014
 0 0.01639807 2.0923 15.0940 285.2014
 0 0.01693549 2.0106 15.0940 285.2014
 0 0.01643701 1.9313 15.0940 285.2014
 0 0.01679509 1.8502 15.0940 285.2014
 0 0.01660834 1.7701 15.0940 285.2014
 0 0.01669963 1.6895 15.0940 285.2014
 0 0.01705775 1.6072 15.0940 285.2014
 0 0.01644865 1.5278 15.0940 285.2014
 0 0.01675888 1.4470 15.0940 285.2014
 0 0.01643788 1.3677 15.0940 285.2014
 0 0.01669808 1.2871 15.0940 285.2014
 0 0.01672584 1.2064 15.0940 285.2014
 0 0.01692582 1.1247 15.0940 285.2014
 0 0.01639699 1.0456 15.0940 285.2014
 0 0.01634018 0.9668 15.0940 285.2014
 0 0.01720408 0.8837 15.0940 285.2014
 0 0.01683964 0.8025 15.0940 285.2014
 0 0.01656173 0.7226 15.0940 285.2014
 0 0.01658655 0.6426 15.0940 285.2014
 0 0.01660056 0.5625 15.0940 285.2014
 0 0.01676846 0.4815 15.0940 285.2014
 0 0.01667080 0.4011 15.0940 285.2014
 0 0.01685229 0.3198 15.0940 285.2014
 0 0.01649935 0.2402 15.0940 285.2014
 0 0.01648876 0.1606 15.0940 285.2014
 0 0.01700859 0.0786 15.0940 285.2014
 0 0.01653303 -0.0012 15.0940 285.2014
 0 0.01674045 -0.0820 15.0940 285.2014
 0 0.01661363 -0.1621 15.0940 285.2014
 0 0.01671238 -0.2428 15.0940 285.2014
 0 0.01671951 -0.2428 15.0940 285.2014
 0 0.01635141 -0.2428 15.0940 285.2014
 0 0.01682127 -0.2428 15.0940 285.2014
 0 0.01656477 -0.2428 15.0940 285.2014
 0 0.01664734 -0.2428 15.0940 285.2014
 0 0.01654139 -0.2428 15.0940 285.2014
 0 0.01705210 -0.2428 15.0940 285.2014
 0 0.01638321 -0.2428 15.0940 285.2014
 0 0.01716643 -0.1600 15.0715 285.2014
 0 0.01655495 -0.0801 15.0498 285.2014
 0 0.01668684 0.0004 15.0279 285.2014
 0 0.01660454 0.0806 15.0061 285.2014
 0 0.01676560 0.1614 14.9841 285.2014
 0 0.01695580 0.2425 14.9594 286.9705
 0 0.01629499 0.3197 14.9333 288.6707
 0 0.01658016 0.3974 14.9044 290.4005
 0 0.01672751 0.4749 14.8729 292.1458
 0 0.01668990 0.5512 14.8391 293.8871
 0 0.01677100 0.6268 14.8028 295.6370
 0 0.01652480 0.7002 14.7648 297.3611
 0 0.01689018 0.7739 14.7237 299.1234
 0 0.01644439 0.8445 14.6816 300.8391
 0 0.01687342 0.9156 14.6361 302.5996
 0 0.01668618 0.9845 14.5891 304.3405
 0 0.01670716 1.0520 14.5399 306.0837
 0 0.01659104 1.1176 14.4890 307.8148
 0 0.01669127 1.1819 14.4359 309.5562
 0 0.01671701 1.2447 14.3807 311.3004
 0 0.01654651 1.3052 14.3242 313.0268
 0 0.01683943 1.3649 14.2649 314.7838
 0 0.01660015 1.4221 14.2047 316.5158
 0 0.01671118 1.4777 14.1424 318.2593
 0 0.01669883 1.5313 14.0784 320.0016
 0 0.01645837 1.5823 14.0138 321.7188
 0 0.01677971 1.6323 13.9464 323.4695
 0 0.01673297 1.6800 13.8777 325.2154
 0 0.01673729 1.7256 13.8075 326.9617
 0 0.01668616 1.7690 13.7362 328.7026
 0 0.01652124 1.8097 13.6644 330.4264
 0 0.01680308 1.8489 13.5901 332.1796
 0 0.01667907 1.8856 13.5152 333.9198
 0 0.01670229 1.9200 13.4391 335.6624
 0 0.01684663 1.9200 13.4391 337.4201
 0 0.01687573 1.9200 13.4391 337.4201
 0 0.01615965 1.9200 13.4391 337.4201
 0 0.01656568 1.9200 13.4391 337.4201
 0 0.01658830 1.9200 13.4391 337.4201
 0 0.01690949 1.9200 13.4391 337.4201
 0 0.01644800 1.9200 13.4391 337.4201
 0 0.01672798 1.9200 13.4391 337.4201
 0 0.01657326 1.9200 13.4391 337.4201
 0 0.01651913 1.9200 13.4391 337.4201
 0 0.01719251 1.9200 13.4391 337.4201
 0 0.01630675 1.9200 13.4391 337.4201
 0 0.01691000 1.9200 13.4391 337.4201
 0 0.01697231 1.8874 13.5174 337.4201
 0 0.01680450 1.8552 13.5950 337.4201
 0 0.01636840 1.8238 13.6706 337.4201
 0 0.01676713 1.7916 13.7480 337.4201
 0 0.01651290 1.7599 13.8242 337.4201
 0 0.01678640 1.7276 13.9017 337.4201
 0 0.01663402 1.6957 13.9785 337.4201
 0 0.01682728 1.6634 14.0562 337.4201
 0 0.01680240 1.6311 14.1338 337.4201
 0 0.01639354 1.5997 14.2095 337.4201
 0 0.01690235 1.5672 14.2875 337.4201
 0 0.01647742 1.5356 14.3636 337.4201
 0 0.01683768 1.5032 14.4413 337.4201
 0 0.01662512 1.4713 14.5181 337.4201
 0 0.01665631 1.4394 14.5950 337.4201
 0 0.01651084 1.4077 14.6712 337.4201
 0 0.01684157 1.3753 14.7490 337.4201
 0 0.01674726 1.3432 14.8263 337.4201
 0 0.01664140 1.3112 14.9031 337.4201
 0 0.01651415 1.2795 14.9793 337.4201
 0 0.01684503 1.2472 15.0411 337.4201
 0 0.01666369 1.2152 15.0411 337.4201
 0 0.01674966 1.1830 15.0411 337.4201
 0 0.01683410 1.1507 15.0411 337.4201
 0 0.01638910 1.1215 15.0411 339.1301
 0 0.01685106 1.0939 15.0411 340.8883
 0 0.01656591 1.0692 15.0411 342.6167
 0 0.01670014 1.0467 15.0411 344.3591
 0 0.01670348 1.0266 15.0411 346.1019
 0 0.01665273 1.0091 15.0411 347.8394
 0 0.01665223 0.9940 15.0411 349.5768
 0 0.01674956 0.9814 15.0411 351.3244
 0 0.01657012 0.9714 15.0411 353.0532
 0 0.01691958 0.9637 15.0411 354.8185
 0 0.01655261 0.9587 15.0411 356.5456
 0 0.01657007 0.9562 15.0411 358.2744
 0 0.01678915 0.9562 15.0411 0.0261
 0 0.01661214 0.9588 15.0411 1.7594
 0 0.01667565 0.9639 15.0411 3.4992
 0 0.01689797 0.9716 15.0411 5.2623
 0 0.01636807 0.9816 15.0411 6.9701
 0 0.01671806 0.9942 15.0411 8.7144
 0 0.01668305 1.0094 15.0411 10.4550
 0 0.01674613 1.0270 15.0411 12.2022
 0 0.01626389 1.0466 15.0411 13.8991
 0 0.01714525 1.0698 15.0411 15.6880
 0 0.01649605 1.0944 15.0411 17.4091
 0 0.01678370 1.1220 15.0411 19.1603
 0 0.01670438 1.1518 15.0411 20.9031
 0 0.01662996 1.1838 15.0411 22.6382
 0 0.01663564 1.2181 15.0421 24.3739
 0 0.01679543 1.2551 15.0431 26.1263
 0 0.01687316 1.2922 15.0431 26.1263
 0 0.01656568 1.3287 15.0431 26.1263
 0 0.01664726 1.3654 15.0431 26.1263
 0 0.01621385 1.4011 15.0431 26.1263
 0 0.01715775 1.4388 15.0431 26.1263
 0 0.01652349 1.4752 15.0431 26.1263
 0 0.01685441 1.5123 15.0431 26.1263
 0 0.01671663 1.5491 15.0431 26.1263
 0 0.01658879 1.5857 15.0431 26.1263
 0 0.01660362 1.6222 15.0431 26.1263
 0 0.01665325 1.6589 15.0431 26.1263
 0 0.01669925 1.6957 15.0431 26.1263
 0 0.01669097 1.7324 15.0431 26.1263
 0 0.01673649 1.7693 15.0431 26.1263
 0 0.01671644 1.8061 15.0431 26.1263
 0 0.01655762 1.8425 15.0431 26.1263
 0 0.01668804 1.8793 15.0431 26.1263
 0 0.01670980 1.9161 15.0431 26.1263
 0 0.01657919 1.9526 15.0431 26.1263
 0 0.01676325 1.9895 15.0431 26.1263
 0 0.01666238 2.0262 15.0431 26.1263
 0 0.01683211 2.0632 15.0431 26.1263
 0 0.01647424 2.0995 15.0431 26.1263
 0 0.01681896 2.1365 15.0431 26.1263
 0 0.01674452 2.1734 15.0431 26.1263
 0 0.01666394 2.2101 15.0431 26.1263
 0 0.01675745 2.2492 15.0442 27.8747
 0 0.01671536 2.2906 15.0454 29.6187
 0 0.01666668 2.3339 15.0466 31.3576
 0 0.01665878 2.3794 15.0479 33.0957
 0 0.01669651 2.4271 15.0493 34.8378
 0 0.01672200 2.4769 15.0507 36.5825
 0 0.01657728 2.5283 15.0522 38.3121
 0 0.01661363 2.5818 15.0537 40.0455
 0 0.01678690 2.6377 15.0553 41.7969
 0 0.01690352 2.6959 15.0570 43.5606
 0 0.01627838 2.7537 15.0586 45.2590
 0 0.01692043 2.8138 15.0586 45.2590
 0 0.01653150 2.8726 15.0586 45.2590
 0 0.01668831 2.9318 15.0586 45.2590
 0 0.01664207 2.9909 15.0586 45.2590
 0 0.01663759 3.0500 15.0586 45.2590
 0 0.01681916 3.1097 15.0586 45.2590
 0 0.01653554 3.1685 15.0586 45.2590
 0 0.01675952 3.2280 15.0586 45.2590
 0 0.01669580 3.2873 15.0586 45.2590
 0 0.01679218 3.3469 15.0586 45.2590
 0 0.01659925 3.4059 15.0586 45.2590
 0 0.01656394 3.4647 15.0586 45.2590
 0 0.01665248 3.5238 15.0586 45.2590
 0 0.01671437 3.5832 15.0586 45.2590
 0 0.01676493 3.6427 15.0586 45.2590
 0 0.01659559 3.7017 15.0586 45.2590
 0 0.01670721 3.7610 15.0586 45.2590
 0 0.01662398 3.8201 15.0586 45.2590
 0 0.01680990 3.8798 15.0586 45.2590
 0 0.01666614 3.9389 15.0586 45.2590
 0 0.01653620 3.9602 15.0586 45.2590
 0 0.01687790 3.9602 15.0586 45.2590
 0 0.01619700 3.9602 15.0586 45.2590
 0 0.01668641 3.9602 15.0586 45.2590
 0 0.01697498 3.9602 15.0586 45.2590
 0 0.01653926 3.9602 15.0586 45.2590
 0 0.01658871 3.9602 15.0586 45.2590
 0 0.01659935 3.9602 15.0586 45.2590
 0 0.01688428 3.9602 15.0586 45.2590
 0 0.01675693 3.9602 15.0586 45.2590
 0 0.01667182 3.9602 15.0586 45.2590
 0 0.01681837 3.9602 15.0586 43.5042
 0 0.01685299 3.9602 15.0586 41.7459
 0 0.01645799 3.9602 15.0586 40.0287
 0 0.01668929 3.9602 15.0586 38.2874
 0 0.01670234 3.9602 15.0586 36.5448
 0 0.01668416 3.9602 15.0586 34.8040
 0 0.01618005 3.9602 15.0586 33.1159
 0 0.01647506 3.9602 15.0586 31.3969
 0 0.01678850 3.9602 15.0586 29.6453
 0 0.01676490 3.9602 15.0586 27.8961
 0 0.01677693 3.9602 15.0586 26.1457
 0 0.01651159 3.9602 15.0586 24.4229
 0 0.01668397 3.9602 15.0586 22.6822
 0 0.01678717 3.9602 15.0586 20.9307
 0 0.01667052 3.9602 15.0586 19.1914
 0 0.01648857 3.9602 15.0586 17.4710
 0 0.01662250 3.9602 15.0586 15.7367
 0 0.01670011 3.9602 15.0586 13.9943
 0 0.01674362 3.9602 15.0586 12.2473
 0 0.01670913 3.9602 15.0586 10.5040
 0 0.01678143 3.9602 15.0586 8.7531
 0 0.01646678 3.9602 15.0586 7.0350
 0 0.01683398 3.9602 15.0586 5.2786
 0 0.01682534 3.9602 15.0586 3.5231
 0 0.01658889 3.9602 15.0586 1.7923
 0 0.01644845 3.9602 15.0586 0.0761
 0 0.01695304 3.9602 15.0586 358.3073
 0 0.01642267 3.9602 15.0586 356.5938
 0 0.01669252 3.9602 15.0586 354.8522
 0 0.01672876 3.9602 15.0586 353.1068
 0 0.01678799 3.9602 15.0586 351.3552
 0 0.01685497 3.9602 15.0586 349.5966
 0 0.01659288 3.9602 15.0586 347.8654
 0 0.01656851 3.9602 15.0586 346.1367
 0 0.01673500 3.9602 15.0586 344.3907
 0 0.01665115 3.9602 15.0586 342.6534
 0 0.01704889 3.9602 15.0586 340.8746
 0 0.01641628 3.9602 15.0586 339.1617
 0 0.01668509 3.9602 15.0586 337.4209
 0 0.01645895 3.9602 15.0586 335.7036
 0 0.01683469 3.9602 15.0586 333.9472
 0 0.01682787 3.9602 15.0586 332.1914
 0 0.01667941 3.9602 15.0586 330.4512
 0 0.01635504 3.9602 15.0586 328.7448
 0 0.01684442 3.9602 15.0586 326.9873
 0 0.01669179 3.9602 15.0586 325.2457
 0 0.01656937 3.9602 15.0586 323.5170
 0 0.01687209 3.9602 15.0586 321.7566
 0 0.01656941 3.9602 15.0586 320.0278
 0 0.01682721 3.9602 15.0586 318.2722
 0 0.01690070 3.9602 15.0586 316.5088
 0 0.01638324 3.9602 15.0586 314.7994
 0 0.01661636 3.9602 15.0586 313.0658
 0 0.01668772 3.9602 15.0586 311.3246
 0 0.01698034 3.9602 15.0586 309.5530
 0 0.01672339 3.9602 15.0586 307.8081
 0 0.01642025 3.9602 15.0586 306.0949
 0 0.01665552 3.9602 15.0586 304.3571
 0 0.01674205 3.9602 15.0586 302.6104
 0 0.01665669 3.9602 15.0586 300.8725
 0 0.01654902 3.9602 15.0586 299.1458
 0 0.01699064 3.9602 15.0586 297.3731
 0 0.01637421 3.9602 15.0586 295.6647
 0 0.01709624 3.9602 15.0586 293.8809
 0 0.01594250 3.9602 15.0586 292.2175
 0 0.01740357 3.9602 15.0586 290.4017
 0 0.01634512 3.9602 15.0586 288.6964
 0 0.01680718 3.9602 15.0586 286.9427
 0 0.01696701 3.9602 15.0586 286.9427
 0 0.01659038 3.8808 15.0828 286.9427
 0 0.01643277 3.8022 15.0916 286.9427
 0 0.01670777 3.7223 15.0916 286.9427
 0 0.01669296 3.6425 15.0916 286.9427
 0 0.01660907 3.5630 15.0916 286.9427
 0 0.01679581 3.4827 15.0916 286.9427
 0 0.01642325 3.4041 15.0916 286.9427
 0 0.01690066 3.3233 15.0916 286.9427
 0 0.01661976 3.2438 15.0916 286.9427
 0 0.01675565 3.1637 15.0916 286.9427
 0 0.01674165 3.0836 15.0916 286.9427
 0 0.01686905 3.0037 15.0916 288.7028
 0 0.01649542 2.9264 15.0916 290.4239
 0 0.01660081 2.8495 15.0916 292.1559
 0 0.01650107 2.7741 15.0916 293.8776
 0 0.01679256 2.6984 15.0916 295.6296
 0 0.01669814 2.6242 15.0916 297.3718
 0 0.01672613 2.5512 15.0916 299.1170
 0 0.01657322 2.4800 15.0916 300.8462
 0 0.01669878 2.4097 15.0916 302.5884
 0 0.01680574 2.3403 15.0916 304.3419
 0 0.01662592 2.2731 15.0916 306.0766
 0 0.01659464 2.2076 15.0916 307.8080
 0 0.01672782 2.1431 15.0916 309.5533
 0 0.01668535 2.0804 15.0916 311.2942
 0 0.01676915 2.0191 15.0916 313.0438
 0 0.01659410 1.9602 15.0916 314.7751
 0 0.01660343 1.9031 15.0916 316.5075
 0 0.01669294 1.8475 15.0916 318.2491
 0 0.01667529 1.7939 15.0916 319.9890
 0 0.01672499 1.7421 15.0916 321.7340
 0 0.01663866 1.6926 15.0916 323.4700
 0 0.01688909 1.6423 15.0916 323.4700
 0 0.01647539 1.5933 15.0916 323.4700
 0 0.01670386 1.5436 15.0916 323.4700
 0 0.01671169 1.4938 15.0916 323.4700
 0 0.01659893 1.4444 15.0916 323.4700
 0 0.01678855 1.3945 15.0916 323.4700
 0 0.01669806 1.3448 15.0916 323.4700
 0 0.01661402 1.2953 15.0916 323.4700
 0 0.01651390 1.2462 15.0916 323.4700
 0 0.01687210 1.1959 15.0916 323.4700
 0 0.01663830 1.1464 15.0916 323.4700
 0 0.01667082 1.0968 15.0916 323.4700
 0 0.01671907 1.0471 15.0916 323.4700
 0 0.01667765 0.9974 15.0916 323.4700
 0 0.01662900 0.9479 15.0916 323.4700
 0 0.01676696 0.8980 15.0916 323.4700
 0 0.01653315 0.8488 15.0916 323.4700
 0 0.01677487 0.7989 15.0916 323.4700
 0 0.01656994 0.7496 15.0916 323.4700
 0 0.01824438 0.6953 15.0916 323.4700
 0 0.02129802 0.6319 15.0916 323.4700
 0 0.01052808 0.6006 15.0916 323.4700
 0 0.01677255 0.5506 15.0916 323.4700
 0 0.01667193 0.5010 15.0916 323.4700
 0 0.01671195 0.4513 15.0916 323.4700
 0 0.01662869 0.4018 15.0916 323.4700
 0 0.01667791 0.3522 15.0916 323.4700
 0 0.01668402 0.3025 15.0916 323.4700
 0 0.01672229 0.2527 15.0916 323.4700
 0 0.01661468 0.2033 15.0916 323.4700
 0 0.01661429 0.1538 15.0916 323.4700
 0 0.01684670 0.1037 15.0916 323.4700
 0 0.01668421 0.0540 15.0916 323.4700
 0 0.01661894 0.0046 15.0916 323.4700
 0 0.01679783 -0.0454 15.0916 323.4700
 0 0.01651116 -0.0946 15.0916 323.4700
 0 0.01673776 -0.1444 15.0916 323.4700
 0 0.01652702 -0.1936 15.0916 323.4700
 0 0.01676461 -0.2435 15.0916 323.4700
 0 0.01670351 -0.2932 15.0916 323.4700
 0 0.01677028 -0.3431 15.0916 323.4700
 0 0.01668262 -0.3927 15.0916 323.4700
 0 0.01662723 -0.4422 15.0916 323.4700
 0 0.01658498 -0.4916 15.0916 323.4700
 0 0.01670243 -0.5413 15.0916 323.4700
 0 0.01671480 -0.5910 15.0916 323.4700
 0 0.01670713 -0.6408 15.0916 323.4700
 0 0.01667049 -0.6904 15.0916 323.4700
 0 0.01672508 -0.7402 15.0916 323.4700
 0 0.01678181 -0.7901 15.0916 323.4700
 0 0.01649147 -0.8392 15.0916 323.4700
 0 0.01670942 -0.8889 15.0916 323.4700
 0 0.01663703 -0.9384 15.0916 323.4700
 0 0.01660518 -0.9878 15.0916 323.4700
 0 0.01684411 -1.0380 15.0916 323.4700
 0 0.01670474 -1.0877 15.0916 323.4700
 0 0.01660102 -1.1371 15.0916 323.4700
 0 0.01672670 -1.1869 15.0916 323.4700
 0 0.01676938 -1.2368 15.0916 323.4700
 0 0.01639203 -1.2856 15.0916 323.4700
 0 0.01657831 -1.3349 15.0916 323.4700
 0 0.01694399 -1.3854 15.0916 323.4700
 0 0.01663174 -1.4349 15.0916 323.4700
 0 0.01672756 -1.4846 15.0916 323.4700
 0 0.01672326 -1.5344 15.0916 323.4700
 0 0.01664339 -1.5839 15.0916 323.4700
 0 0.01665749 -1.6335 15.0916 323.4700
 0 0.01659972 -1.6829 15.0916 323.4700
 0 0.01681788 -1.7330 15.0916 323.4700
 0 0.01668392 -1.7826 15.0916 323.4700
 0 0.01666765 -1.8322 15.0916 323.4700
 0 0.01676367 -1.8821 15.0916 323.4700
 0 0.01667248 -1.9318 15.0916 323.4700
 0 0.01648168 -1.9808 15.0916 323.4700
 0 0.01681645 -2.0309 15.0916 323.4700
 0 0.01672465 -2.0806 15.0916 323.4700
 0 0.01654948 -2.1299 15.0916 323.4700
 0 0.01668818 -2.1796 15.0916 323.4700
 0 0.01693802 -2.2300 15.0916 323.4700
 0 0.01643369 -2.2789 15.0916 323.4700
 0 0.01686921 -2.3291 15.0916 323.4700
 0 0.01650231 -2.3782 15.0916 323.4700
 0 0.01679867 -2.4282 15.0916 323.4700
 0 0.01693639 -2.4786 15.0916 323.4700
 0 0.01583349 -2.5257 15.0916 323.4700
 0 0.01712992 -2.5767 15.0916 323.4700
 0 0.01680429 -2.6267 15.0916 323.4700
 0 0.01659180 -2.6761 15.0916 323.4700
 0 0.01672029 -2.7259 15.0916 323.4700
 0 0.01662478 -2.7753 15.0916 323.4700
 0 0.01676805 -2.8252 15.0916 323.4700
 0 0.01662423 -2.8747 15.0916 323.4700
 0 0.01676940 -2.9246 15.0916 323.4700
 0 0.01667171 -2.9743 15.0916 323.4700
 0 0.01655549 -3.0235 15.0916 323.4700
 0 0.01680385 -3.0735 15.0916 323.4700
 0 0.01661451 -3.1230 15.0916 323.4700
 0 0.01674716 -3.1728 15.0916 323.4700
 0 0.01653852 -3.2221 15.0916 323.4700
 0 0.01674398 -3.2719 15.0916 323.4700
 0 0.01682121 -3.3219 15.0916 323.4700
 0 0.01649823 -3.3711 15.0916 323.4700
 0 0.01679992 -3.4211 15.0916 323.4700
 0 0.01658120 -3.4704 15.0916 323.4700
 0 0.01684899 -3.5205 15.0916 323.4700
 0 0.01651029 -3.5697 15.0916 323.4700
 0 0.01709158 -3.6184 15.0916 325.2532
 0 0.01636621 -3.6630 15.0916 326.9608
 0 0.01650961 -3.7059 15.0916 328.6834
 0 0.01670904 -3.7471 15.0916 330.4267
 0 0.01689208 -3.7866 15.0916 332.1892
 0 0.01647846 -3.8228 15.0916 333.9084
 0 0.01674198 -3.8573 15.0916 335.6552
 0 0.01652711 -3.8891 15.0916 337.3796
 0 0.01632353 -3.9074 15.0891 339.0827
 0 0.01702489 -3.9256 15.0870 340.8590
 0 0.01675328 -3.9427 15.0853 342.6070
 0 0.01675978 -3.9588 15.0840 344.3557
 0 0.01672749 -3.9739 15.0831 346.1009
 0 0.01698609 -3.9905 15.0824 346.1009
 0 0.01627055 -4.0080 15.0819 346.1009
 0 0.01670032 -4.0275 15.0818 346.1009
 0 0.01679699 -4.0477 15.0818 346.1009
 0 0.01649145 -4.0675 15.0818 346.1009
 0 0.01675000 -4.0876 15.0818 346.1009
 0 0.01675842 -4.1077 15.0818 346.1009
 0 0.01670505 -4.1278 15.0818 346.1009
 0 0.01662412 -4.1478 15.0818 346.1009
 0 0.01657143 -4.1677 15.0818 346.1009
 0 0.01684374 -4.1879 15.0818 346.1009
 0 0.01680550 -4.2056 15.0818 347.8543
 0 0.01640004 -4.2204 15.0818 349.5655
 0 0.01661295 -4.2330 15.0818 351.2988
 0 0.01685088 -4.2432 15.0818 353.0569
 0 0.01673497 -4.2508 15.0818 354.8030
 0 0.01655244 -4.2558 15.0818 356.5300
 0 0.01658113 -4.2583 15.0818 358.2600
 0 0.01678829 -4.2583 15.0818 0.0116
 0 0.01664829 -4.2557 15.0818 1.7486
 0 0.01689473 -4.2532 15.0818 1.7486
 0 0.01630869 -4.2507 15.0818 1.7486
 0 0.01687014 -4.2481 15.0818 1.7486
 0 0.01669852 -4.2456 15.0818 1.7486
 0 0.01680620 -4.2430 15.0818 1.7486
 0 0.01658867 -4.2405 15.0818 1.7486
 0 0.01667350 -4.2379 15.0818 1.7486
 0 0.01664828 -4.2354 15.0818 1.7486
 0 0.01655302 -4.2328 15.0818 1.7486
 0 0.01683874 -4.2303 15.0818 1.7486
 0 0.01665102 -4.2277 15.0818 1.7486
 0 0.01690434 -4.2226 15.0818 3.5124
 0 0.01658659 -4.2150 15.0818 5.2429
 0 0.01650907 -4.2050 15.0818 6.9654
 0 0.01675645 -4.1923 15.0818 8.7137
 0 0.01679727 -4.1770 15.0818 10.4663
 0 0.01665764 -4.1619 15.0818 10.4663
 0 0.01673595 -4.1467 15.0818 10.4663
 0 0.01642071 -4.1318 15.0818 10.4663
 0 0.01684145 -4.1165 15.0818 10.4663
 0 0.01700081 -4.1036 15.0818 8.6925
 0 0.01614123 -4.0938 15.0818 7.0084
 0 0.01676839 -4.0861 15.0818 5.2588
 0 0.01671562 -4.0810 15.0818 3.5148
 0 0.01639366 -4.0784 15.0818 1.8043
 0 0.01739752 -4.0784 15.0818 359.9892
 0 0.01627170 -4.0808 15.0818 358.2914
 0 0.01677166 -4.0859 15.0818 356.5416
 0 0.01654481 -4.0934 15.0818 354.8153
 0 0.01680990 -4.1010 15.0818 354.8153
 0 0.01656299 -4.1084 15.0818 354.8153
 0 0.01657668 -4.1159 15.0818 354.8153
 0 0.01678604 -4.1235 15.0818 354.8153
 0 0.01679919 -4.1311 15.0818 354.8153
 0 0.01661319 -4.1386 15.0818 354.8153
 0 0.01670569 -4.1462 15.0818 354.8153
 0 0.01678367 -4.1537 15.0818 354.8153
 0 0.01658655 -4.1612 15.0818 354.8153
 0 0.01673453 -4.1688 15.0818 354.8153
 0 0.01659602 -4.1763 15.0818 354.8153
 0 0.01669960 -4.1838 15.0818 354.8153
 0 0.01669040 -4.1914 15.0818 354.8153
 0 0.01663629 -4.1989 15.0818 354.8153
 0 0.01665254 -4.2064 15.0818 354.8153
 0 0.01655956 -4.2139 15.0818 354.8153
 0 0.01694307 -4.2216 15.0818 354.8153
 0 0.01648759 -4.2290 15.0818 354.8153
 0 0.01666692 -4.2365 15.0818 354.8153
 0 0.01678338 -4.2441 15.0818 354.8153
 0 0.01667274 -4.2517 15.0818 354.8153
 0 0.01672801 -4.2592 15.0818 354.8153
 0 0.01645339 -4.2666 15.0818 354.8153
 0 0.01683880 -4.2743 15.0818 354.8153
 0 0.01670008 -4.2818 15.0818 354.8153
 0 0.01665030 -4.2893 15.0818 354.8153
 0 0.01655659 -4.2993 15.0818 353.0879
 0 0.01636119 -4.3115 15.0818 351.3808
 0 0.01712804 -4.3270 15.0818 349.5938
 0 0.01687480 -4.3448 15.0818 347.8331
 0 0.01644443 -4.3645 15.0818 346.1174
 0 0.01679318 -4.3872 15.0818 344.3653
 0 0.01675627 -4.4122 15.0818 342.6170
 0 0.01655881 -4.4393 15.0818 340.8893
